OBJECTID_1,State,CIS_Name,Name_Short,ST_Fips,CID,COUNTY_CIS
13844,Illinois,"Maquon, Village Of",Maquon,17,170351,Knox County
13845,Illinois,"Knoxville, City Of",Knoxville,17,170350,Knox County
13846,Illinois,"Henderson, Village Of",Henderson,17,171195,Knox County
13847,Illinois,"Galesburg, City Of",Galesburg,17,170349,Knox County
13848,Illinois,"East Galesburg, Village Of",East Galesburg,17,171194,Knox County
13849,Illinois,"Altona, Village Of",Altona,17,170941,Knox County
13850,Illinois,"Abingdon, City Of",Abingdon,17,170348,Knox County
13851,Illinois,"Irvington, Village Of",Irvington,17,171354,Washington County
13852,Illinois,"Hoyleton, Village Of",Hoyleton,17,171353,Washington County
13853,Illinois,"Dubois, Village Of",Du Bois,17,170846,Washington County
13854,Illinois,"Ashley, City Of",Ashley,17,171352,Washington County
13855,Illinois,"Addieville, Village Of",Addieville,17,171351,Washington County
13856,Illinois,"Magnolia, Village Of",Magnolia,17,170571,Putnam County
13857,Illinois,"Sibley, Village Of",Sibley,17,171121,Ford County
13858,Illinois,"Roberts, Village Of",Roberts,17,171120,Ford County
13859,Illinois,"Piper City, Village Of",Piper City,17,170236,Ford County
13860,Illinois,"Paxton, City Of",Paxton,17,170235,Ford County
13861,Illinois,"Melvin, Village Of",Melvin,17,171119,Ford County
13862,Illinois,"Kempton, Village Of",Kempton,17,171118,Ford County
13863,Illinois,"Gibson City, City Of",Gibson City,17,170234,Ford County
13864,Illinois,"Elliott, Village Of",Elliott,17,171117,Ford County
13865,Illinois,"Spring Bay, Village Of",Spring Bay,17,170887,Woodford County
13866,Illinois,"Secor, Village Of",Secor,17,171386,Woodford County
13867,Illinois,"Roanoke, Village Of",Roanoke,17,170727,Woodford County
13868,Illinois,"Panola,  Village Of",Panola,17,171385,Woodford County
13869,Illinois,"Minonk, City Of",Minonk,17,171384,Woodford County
13870,Illinois,"Metamora, Village Of",Metamora,17,171383,Woodford County
13871,Illinois,"Kappa, Village Of",Kappa,17,171382,Woodford County
13872,Illinois,"Germantown Hills,  Village Of",Germantown Hills,17,171380,Woodford County
13873,Illinois,"Eureka, City Of",Eureka,17,170726,Woodford County
13874,Illinois,"Congerville, Village Of",Congerville,17,171378,Woodford County
13875,Illinois,"Benson, Village Of",Benson,17,171377,Woodford County
13876,Illinois,"Bay View Gardens, Village Of",Bay View Gardens,17,171376,Woodford County
13877,Illinois,"Goodfield, Village Of",Goodfield,17,171381,Tazewell County
13878,Illinois,"Deer Creek, Village Of",Deer Creek,17,170647,Woodford County/Tazewell County
13879,Illinois,"Vermilion, Village Of",Vermilion,17,171102,Edgar County
13880,Illinois,"Redmon, Village Of",Redmon,17,171101,Edgar County
13881,Illinois,"Paris, City Of",Paris,17,170225,Edgar County
13882,Illinois,"Metcalf, Village Of",Metcalf,17,171100,Edgar County
13883,Illinois,"Kansas, Village Of",Kansas,17,171099,Edgar County
13884,Illinois,"Hume, Village Of",Hume,17,171098,Edgar County
13885,Illinois,"Chrisman, City Of",Chrisman,17,171097,Edgar County
13886,Illinois,"Brocton, Village Of",Brocton,17,171096,Edgar County
13887,Illinois,"Monticello, City Of",Monticello,17,170550,Piatt County
13888,Illinois,"Raleigh, Village Of",Raleigh,17,171320,Saline County
13889,Illinois,"Muddy, Village Of",Muddy,17,170599,Saline County
13890,Illinois,"Harrisburg, City Of",Harrisburg,17,170598,Saline County
13891,Illinois,"Galatia, Village Of",Galatia,17,170597,Saline County
13892,Illinois,"Eldorado, City Of",Eldorado,17,170596,Saline County
13893,Illinois,"Carrier Mills, Village Of",Carrier Mills,17,170786,Saline County
13894,Illinois,"Mansfield, Village Of",Mansfield,17,170549,Piatt County
13895,Illinois,"Hammond, Village Of",Hammond,17,170548,Piatt County
13896,Illinois,"Deland, Village Of",De Land,17,170547,Piatt County
13897,Illinois,"Cisco, Village Of",Cisco,17,171295,Piatt County
13898,Illinois,"Cerro Gordo, Village Of",Cerro Gordo,17,170545,Piatt County
13899,Illinois,"Bement, Village Of",Bement,17,170544,Piatt County
13900,Illinois,"Washington, City Of",Washington,17,170655,Tazewell County
13901,Illinois,"Westville, Village Of",Westville,17,170671,Vermilion County
13902,Illinois,"Tilton, Village Of",Tilton,17,170670,Vermilion County
13903,Illinois,"Sidell, Village Of",Sidell,17,171347,Vermilion County
13904,Illinois,"Rossville, Village Of",Rossville,17,170966,Vermilion County
13905,Illinois,"Ridge Farm, Village Of",Ridge Farm,17,170669,Vermilion County
13906,Illinois,"Tremont, Village Of",Tremont,17,171343,Tazewell County
13907,Illinois,"South Pekin, Vil",South Pekin,17,170777,Tazewell County
13908,Illinois,"North Pekin, Village Of",North Pekin,17,170653,Tazewell County
13909,Illinois,"Morton, Village Of",Morton,17,170652,Tazewell County
13910,Illinois,"Minier, Village Of",Minier,17,170651,Tazewell County
13911,Illinois,"Marquette Heights, City Of",Marquette Heights,17,170650,Tazewell County
13912,Illinois,"Rankin, Village Of",Rankin,17,170668,Vermilion County
13913,Illinois,"Potomac, Village Of",Potomac,17,170799,Vermilion County
13914,Illinois,"Oakwood, Village Of",Oakwood,17,170796,Vermilion County
13915,Illinois,"Muncie, Village Of",Muncie,17,170963,Vermilion County
13916,Illinois,"Indianola, Village Of",Indianola,17,170957,Vermilion County
13917,Illinois,"Hoopeston, City Of",Hoopeston,17,170667,Vermilion County
13918,Illinois,"Henning, Village Of",Henning,17,170666,Vermilion County
13919,Illinois,"Georgetown, City Of",Georgetown,17,170665,Vermilion County
13920,Illinois,"Fithian, Village Of",Fithian,17,170664,Vermilion County
13921,Illinois,"Mackinaw, Village Of",Mackinaw,17,170959,Tazewell County
13922,Illinois,"Hopedale, Village Of",Hopedale,17,170791,Tazewell County
13923,Illinois,"Green Valley, Village Of",Green Valley,17,171342,Tazewell County
13924,Illinois,"East Peoria, City Of",East Peoria,17,170649,Tazewell County
13925,Illinois,"Delavan, City Of",Delavan,17,170648,Tazewell County
13926,Illinois,"Creve Coeur, Village Of",Creve Coeur,17,170646,Tazewell County
13927,Illinois,"Armington, Village Of",Armington,17,170645,Tazewell County
13928,Illinois,"Fairmount, Village Of",Fairmount,17,170663,Vermilion County
13929,Illinois,"Danville, City Of",Danville,17,170662,Vermilion County
13930,Illinois,"Catlin, Village Of",Catlin,17,170661,Vermilion County
13931,Illinois,"Bismarck, Village Of",Bismarck,17,171079,Vermilion County
13932,Illinois,"Belgium, Village Of",Belgium,17,170845,Vermilion County
13933,Illinois,"Alvin, Village Of",Alvan,17,170844,Vermilion County
13934,Illinois,"Parkersburg, Village Of",Parkersburg,17,171319,Richland County
13935,Illinois,"Olney, City Of",Olney,17,170581,Richland County
13936,Illinois,"Noble, Village Of",Noble,17,171318,Richland County
13937,Illinois,"Claremont, Village Of",Claremont,17,171317,Richland County
13938,Illinois,"Calhoun, Village Of",Calhoun,17,171316,Richland County
13939,Illinois,"Woodlawn, Village Of",Woodlawn,17,170311,Jefferson County
13940,Illinois,"Waltonville, Village Of",Waltonville,17,170310,Jefferson County
13941,Illinois,"Nason, City Of",Nason,17,170309,Jefferson County
13942,Illinois,"Mount Vernon, City Of",Mount Vernon,17,170308,Jefferson County
13943,Illinois,"Ina, Village Of",Ina,17,170307,Jefferson County
13944,Illinois,"Dix, Village Of",Dix,17,171167,Jefferson County
13945,Illinois,"Bonnie, Village Of",Bonnie,17,170306,Jefferson County
13946,Illinois,"Bluford, Village Of",Bluford,17,170920,Jefferson County
13947,Illinois,"Belle Rive, Village Of",Belle Rive,17,171166,Jefferson County
13948,Illinois,"Jerome, Village Of",Jerome,17,171004,Sangamon County
13949,Illinois,"Illiopolis, Village Of",Illiopolis,17,171049,Sangamon County
13950,Illinois,"Grandview, Village Of",Grandview,17,171048,Sangamon County
13951,Illinois,"Divernon, Village Of",Divernon,17,170949,Sangamon County
13952,Illinois,"Dawson, Village Of",Dawson,17,171047,Sangamon County
13953,Illinois,"Curran, Village Of",Curran,17,171395,Sangamon County
13954,Illinois,"Clear Lake, Village Of",Clear Lake,17,170839,Sangamon County
13955,Illinois,"Chatham, Village Of",Chatham,17,170601,Sangamon County
13956,Illinois,"Cantrall, Village Of",Cantrall,17,171046,Sangamon County
13957,Illinois,"Buffalo, Village Of",Buffalo,17,171056,Sangamon County
13958,Illinois,"Berlin, Village Of",Berlin,17,171045,Sangamon County
13959,Illinois,"Auburn, City Of",Auburn,17,170944,Sangamon County
13960,Illinois,"Roodhouse, City Of",Roodhouse,17,171130,Greene County
13961,Illinois,"Rockbridge, Village Of",Rockbridge,17,171129,Greene County
13962,Illinois,"Kane, Village Of",Kane,17,171128,Greene County
13963,Illinois,"Hillview, Village Of",Hillview,17,170253,Greene County
13964,Illinois,"Greenfield, City Of",Greenfield,17,170252,Greene County
13965,Illinois,"Eldred, Village Of",Eldred,17,170251,Greene County
13966,Illinois,"Carrollton, City Of",Carrollton,17,170250,Greene County
13967,Illinois,"Windsor, City Of",Windsor,17,171337,Shelby County
13968,Illinois,"Wyoming, City Of",Wyoming,17,170615,Stark County
13969,Illinois,"Toulon,City Of",Toulon,17,170779,Stark County
13970,Illinois,"Lafayette, Village Of",La Fayette,17,170759,Stark County
13971,Illinois,"Springerton, Village Of",Springerton,17,170686,White County
13972,Illinois,"Phillipstown, Village Of",Phillipstown,17,171369,White County
13973,Illinois,"Norris City, Village Of",Norris City,17,171368,White County
13974,Illinois,"Maunie, Village Of",Maunie,17,170684,White County
13975,Illinois,"Enfield, Village Of",Enfield,17,171367,White County
13976,Illinois,"Crossville, Village Of",Crossville,17,170682,White County
13977,Illinois,"Carmi, City Of",Carmi,17,170681,White County
13978,Illinois,"Burnt Prairie, Village Of",Burnt Prairie,17,171366,White County
13979,Illinois,"Tower Hill, Village Of",Tower Hill,17,171336,Shelby County
13980,Illinois,"Strasburg, Village Of",Strasburg,17,171335,Shelby County
13981,Illinois,"Stewardson, Village Of",Stewardson,17,171334,Shelby County
13982,Illinois,"Sigel, Town Of",Sigel,17,171333,Shelby County
13983,Illinois,"Shelbyville, City Of",Shelbyville,17,171332,Shelby County
13984,Illinois,"Oconee, Village Of",Oconee,17,171331,Shelby County
13985,Illinois,"Herrick,  Village Of",Herrick,17,171330,Shelby County
13986,Illinois,"Findlay, Village Of",Findlay,17,171329,Shelby County
13987,Illinois,"Cowden, Village Of",Cowden,17,171328,Shelby County
13988,Illinois,"Williamsville, Village Of",Williamsville,17,171041,Sangamon County
13989,Illinois,"Thayer, Village Of",Thayer,17,170804,Sangamon County
13990,Illinois,"Springfield, City Of",Springfield,17,170604,Sangamon County
13991,Illinois,"Spaulding, Village Of",Spaulding,17,171050,Sangamon County
13992,Illinois,"Southern View, Village Of",Southern View,17,171051,Sangamon County
13993,Illinois,"Sherman, Village Of",Sherman,17,170969,Sangamon County
13994,Illinois,"Rochester, Village Of",Rochester,17,170840,Sangamon County
13995,Illinois,"Riverton, Village Of",Riverton,17,170603,Sangamon County
13996,Illinois,"Pleasant Plains, Village Of",Pleasant Plains,17,170798,Sangamon County
13997,Illinois,"Pawnee, Village Of",Pawnee,17,170602,Sangamon County
13998,Illinois,"New Berlin, Village Of",New Berlin,17,171052,Sangamon County
13999,Illinois,"Mechanicsburg, Village Of",Mechanicsburg,17,170960,Sangamon County
14000,Illinois,"Loami, Village Of",Loami,17,170795,Sangamon County
14001,Illinois,"Leland Grove,City Of",Leland Grove,17,170925,Sangamon County
14002,Illinois,"White Hall, City Of",White Hall,17,170254,Greene County
14003,Illinois,"Topeka, Town Of",Topeka,17,170828,Mason County
14004,Illinois,"Mason City, City Of",Mason City,17,170466,Mason County
14005,Illinois,"Manito, Village Of",Manito,17,171250,Mason County
14006,Illinois,"Kilbourne, Village Of",Kilbourne,17,171249,Mason County
14007,Illinois,"Havana, City Of",Havana,17,170465,Mason County
14008,Illinois,"Forest City, Village Of",Forest City,17,170827,Mason County
14009,Illinois,"Easton, Village Of",Easton,17,171248,Mason County
14010,Illinois,"Bath, Village Of",Bath,17,170464,Mason County
14011,Illinois,"Washington Park, Village Of",Washington Park,17,170638,St. Clair County
14012,Illinois,"Swansea, Village Of",Swansea,17,170637,St. Clair County
14013,Illinois,"Summerfield, Village Of",Summerfield,17,170636,St. Clair County
14014,Illinois,"Smithton, Village Of",Smithton,17,170892,St. Clair County
14015,Illinois,"Shiloh, Village Of",Shiloh,17,171043,St. Clair County
14016,Illinois,"Sauget, Village Of",Sauget,17,170635,St. Clair County
14017,Illinois,"St. Libory, Village Of",St. Libory,17,170634,St. Clair County
14018,Illinois,"O'Fallon, City Of",O'Fallon,17,170633,St. Clair County
14019,Illinois,"New Athens, Village Of",New Athens,17,170632,St. Clair County
14020,Illinois,"Millstadt, Village Of",Millstadt,17,170838,St. Clair County
14021,Illinois,"Mascoutah, City Of",Mascoutah,17,170630,St. Clair County
14022,Illinois,"Marissa, Village Of",Marissa,17,171058,St. Clair County
14023,Illinois,"Lenzburg, Village Of",Lenzburg,17,170978,St. Clair County
14024,Illinois,"Lebanon, City Of",Lebanon,17,170629,St. Clair County
14025,Illinois,"Freeburg, Village Of",Freeburg,17,170790,St. Clair County
14026,Illinois,"Fayetteville, Village Of",Fayetteville,17,170628,St. Clair County
14027,Illinois,"Fairview Hgts., City Of",Fairview Heights,17,170895,St. Clair County
14028,Illinois,"East St. Louis, City Of",East St. Louis,17,170626,St. Clair County
14029,Illinois,"East Carondelet, Village Of",East Carondelet,17,170625,St. Clair County
14030,Illinois,"Dupo, Village Of",Dupo,17,170624,St. Clair County
14031,Illinois,"Centreville, City Of",Centreville,17,170622,St. Clair County
14032,Illinois,"Caseyville, Village Of",Caseyville,17,170621,St. Clair County
14033,Illinois,"Cahokia, Village Of",Cahokia,17,170620,St. Clair County
14034,Illinois,"Brooklyn, Village Of",Brooklyn,17,170619,St. Clair County
14035,Illinois,"Belleville, City Of",Belleville,17,170618,St. Clair County
14036,Illinois,"Alorton, Village Of",Alorton,17,170617,St. Clair County
14037,Illinois,"Whiteash, Village Of",Whiteash,17,171375,Williamson County
14038,Illinois,"Spillertown, Village Of",Spillertown,17,171374,Williamson County
14039,Illinois,"Pittsburg, Village Of",Pittsburg,17,170965,Williamson County
14040,Illinois,"Johnston City, City Of",Johnston City,17,170718,Williamson County
14041,Illinois,"Hurst, City Of",Hurst,17,170792,Williamson County
14042,Illinois,"Herrin, City Of",Herrin,17,170717,Williamson County
14043,Illinois,"Energy, Village Of",Energy,17,170951,Williamson County
14044,Illinois,"Crainville, Village Of",Crainville,17,170947,Williamson County
14045,Illinois,"Colp, Village Of",Colp,17,170141,Williamson County
14046,Illinois,"Carterville, City Of",Carterville,17,170716,Williamson County
14047,Illinois,"Cambria, Village Of",Cambria,17,171372,Williamson County
14048,Illinois,"Bush, Village Of",Bush,17,170784,Williamson County
14049,Illinois,"Vermont, Village Of",Vermont,17,170781,Fulton County
14050,Illinois,"Table Grove, Village Of",Table Grove,17,175172,Fulton County
14051,Illinois,"Smithfield, Village Of",Smithfield,17,170776,Fulton County
14052,Illinois,"St. David, Village Of",St. David,17,170775,Fulton County
14053,Illinois,"Norris, Village Of",Norris,17,170770,Fulton County
14054,Illinois,"Marietta, Village Of",Marietta,17,170764,Fulton County
14055,Illinois,"Liverpool, Village Of",Liverpool,17,170762,Fulton County
14056,Illinois,"Lewistown, City Of",Lewistown,17,170782,Fulton County
14057,Illinois,"Ipava, Village Of",Ipava,17,170756,Fulton County
14058,Illinois,"Dwight, Village Of",Dwight,17,170423,Grundy County/Livingston County
14059,Illinois,"Farmington ,City Of",Farmington,17,170952,Fulton County
14060,Illinois,"Fairview, Village Of",Fairview,17,170753,Fulton County
14061,Illinois,"Ellisville, Village Of",Ellisville,17,170889,Fulton County
14062,Illinois,"Dunfermline, Village Of",Dunfermline,17,171126,Fulton County
14063,Illinois,"Cuba, City Of",Cuba,17,170243,Fulton County
14064,Illinois,"Canton, City Of",Canton,17,170242,Fulton County
14065,Illinois,"Bryant, Village Of",Bryant,17,170746,Fulton County
14066,Illinois,"Banner, Village Of",Banner,17,170743,Fulton County
14067,Illinois,"Avon, Village Of",Avon,17,170742,Fulton County
14068,Illinois,"Astoria, Town Of",Astoria,17,170741,Fulton County
14069,Illinois,"London Mills, Village Of",London Mills,17,170763,Knox County/Fulton County
