OBJECTID_1,State,CIS_Name,Name_Short,ST_Fips,CID,COUNTY_CIS
13457,Illinois,"Macedonia, Village Of",Macedonia,17,171135,Franklin County
13458,Illinois,"Arthur, Village Of",Arthur,17,170520,Douglas County/Moultrie County
13459,Illinois,"Atwood, Village Of",Atwood,17,170543,Piatt County/Douglas County
13460,Illinois,"Witt, City Of",Witt,17,171075,Montgomery County
13461,Illinois,"Wenonah, Village Of",Wenonah,17,171279,Montgomery County
13462,Illinois,"Tennessee, Village Of",Tennessee,17,171257,Mcdonough County
13463,Illinois,"Sciota, Village Of",Sciota,17,171256,Mcdonough County
13464,Illinois,"Prairie City, Village Of",Prairie City,17,171255,Mcdonough County
13465,Illinois,"Macomb, City Of",Macomb,17,170473,Mcdonough County
13466,Illinois,"Industry, Village Of",Industry,17,171254,Mcdonough County
13467,Illinois,"Good Hope, Village Of",Good Hope,17,170472,Mcdonough County
13468,Illinois,"Colchester, City Of",Colchester,17,171253,Mcdonough County
13469,Illinois,"Bushnell, City Of",Bushnell,17,170471,Mcdonough County
13470,Illinois,"Walshville, Village Of",Walshville,17,171278,Montgomery County
13471,Illinois,"Waggoner, Village Of",Waggoner,17,171277,Montgomery County
13472,Illinois,"Taylor Springs, Village Of",Taylor Springs,17,171276,Montgomery County
13473,Illinois,"Schram City, Village Of",Schram City,17,171275,Montgomery County
13474,Illinois,"Raymond,  Village Of",Raymond,17,171274,Montgomery County
13475,Illinois,"Ohlman, Village Of",Ohlman,17,171271,Montgomery County
13476,Illinois,"Nokomis, City Of",Nokomis,17,170515,Montgomery County
13477,Illinois,"Litchfield, City Of",Litchfield,17,170514,Montgomery County
13478,Illinois,"Irving, Village Of",Irving,17,171272,Montgomery County
13479,Illinois,"Hillsboro, City Of",Hillsboro,17,170513,Montgomery County
13480,Illinois,"Fillmore, Village Of",Fillmore,17,171269,Montgomery County
13481,Illinois,"Farmersville, Village",Farmersville,17,171270,Montgomery County
13482,Illinois,"Coffeen, City Of",Coffeen,17,171267,Montgomery County
13483,Illinois,"Blandinsville, Village Of",Blandinsville,17,171252,Mcdonough County
13484,Illinois,"Bardolph, Village Of",Bardolph,17,170470,Mcdonough County
13485,Illinois,"Plymouth, Vil",Plymouth,17,170772,Hancock County
13486,Illinois,"Coalton, Village Of",Coalton,17,171266,Montgomery County
13487,Illinois,"Butler, Village Of",Butler,17,171265,Montgomery County
13488,Illinois,"Harvel, Village Of",Harvel,17,171205,Christian County
13489,Illinois,"Panama, Village Of",Panama,17,171273,Montgomery County
13490,Illinois,"Donnellson, Village Of",Donnellson,17,171268,Montgomery County
13491,Illinois,"Stoy, Village Of",Stoy,17,171092,Crawford County
13492,Illinois,"Robinson, City Of",Robinson,17,170180,Crawford County
13493,Illinois,"Palestine, Village Of",Palestine,17,170179,Crawford County
13494,Illinois,"Oblong, Village Of",Oblong,17,171091,Crawford County
13495,Illinois,"Hutsonville, Village Of",Hutsonville,17,170178,Crawford County
13496,Illinois,"Flat Rock, Village Of",Flat Rock,17,171090,Crawford County
13497,Illinois,"Medora, Village Of",Medora,17,171228,Macoupin County
13498,Illinois,"Otterville, Town Of",Otterville,17,171171,Jersey County
13499,Illinois,"Jerseyville, City Of",Jerseyville,17,170315,Jersey County
13500,Illinois,"Grafton, City Of",Grafton,17,170314,Jersey County
13501,Illinois,"Fieldon, Village Of",Fieldon,17,171170,Jersey County
13502,Illinois,"Fidelity, Village Of",Fidelity,17,171169,Jersey County
13503,Illinois,"Elsah, Village Of",Elsah,17,170313,Jersey County
13504,Illinois,"Brighton, Village Of",Brighton,17,171168,Jersey County
13505,Illinois,"Winchester, City Of",Winchester,17,171327,Scott County
13506,Illinois,"Naples, Town Of",Naples,17,170609,Scott County
13507,Illinois,"Manchester, Village Of",Manchester,17,171326,Scott County
13508,Illinois,"Glasgow, Village Of",Glasgow,17,171324,Scott County
13509,Illinois,"Exeter, Village Of",Exeter,17,171325,Scott County
13510,Illinois,"Bluffs, Village Of",Bluffs,17,170608,Scott County
13511,Illinois,"Alsey, Village Of",Alsey,17,171323,Scott County
13512,Illinois,"West Salem, Village Of",West Salem,17,171104,Edwards County
13513,Illinois,"Browns, Village Of",Browns,17,170226,Edwards County
13514,Illinois,"Bone Gap, Village Of",Bone Gap,17,171103,Edwards County
13515,Illinois,"Albion, City Of",Albion,17,170866,Edwards County
13516,Illinois,"Grayville, City Of",Grayville,17,170683,White County/Edwards County
13517,Illinois,"Seaton, Village Of",Seaton,17,170881,Mercer County
13518,Illinois,"North Henderson, Village Of",North Henderson,17,171261,Mercer County
13519,Illinois,"Keithsburg, City Of",Keithsburg,17,170508,Mercer County
13520,Illinois,"Alexis, Village Of",Alexis,17,170674,Warren County/Mercer County
13521,Illinois,"Toledo, Village Of",Toledo,17,170863,Cumberland County
13522,Illinois,"Neoga, City Of",Neoga,17,170768,Cumberland County
13523,Illinois,"Jewett, Village Of",Jewett,17,171093,Cumberland County
13524,Illinois,"Greenup,Village Of",Greenup,17,170862,Cumberland County
13525,Illinois,"Montrose, Village Of",Montrose,17,170230,Cumberland County/Effingham County
13526,Illinois,"Casey, City Of",Casey,17,170039,Cumberland County/Clark County
13527,Illinois,"Rutland, Village Of",Rutland,17,171067,La Salle County
13528,Illinois,"Dana, Village Of",Dana,17,171060,La Salle County
13529,Illinois,"West Peoria, City Of",West Peoria,17,171034,Peoria County
13530,Illinois,"Princeville, Village Of",Princeville,17,175257,Peoria County
13531,Illinois,"Peoria Heights, Village Of",Peoria Heights,17,170537,Woodford County/Tazewell County/Peoria County
13532,Illinois,"Peoria, City Of",Peoria,17,170536,Peoria County
13533,Illinois,"Pekin, City Of",Pekin,17,170654,Peoria County/Tazewell County
13534,Illinois,"Norwood, Village Of",Norwood,17,175256,Peoria County
13535,Illinois,"Mapleton, Village Of",Mapleton,17,170836,Peoria County
13536,Illinois,"Kingston Mines, Village Of",Kingston Mines,17,170758,Peoria County
13537,Illinois,"Hanna City, Village Of",Hanna City,17,175260,Peoria County
13538,Illinois,"Glasford, Village Of",Glasford,17,175258,Peoria County
13539,Illinois,"Elmwood, City Of",Elmwood,17,175255,Peoria County
13540,Illinois,"Dunlap, Village Of",Dunlap,17,171030,Peoria County
13541,Illinois,"Chillicothe, City Of",Chillicothe,17,170535,Peoria County
13542,Illinois,"Brimfield, Village Of",Brimfield,17,175261,Peoria County
13543,Illinois,"Bellevue, Village Of",Bellevue,17,175259,Peoria County
13544,Illinois,"Bartonville, Village Of",Bartonville,17,170534,Peoria County
13545,Illinois,"Sorento, Village Of",Sorento,17,170787,Bond County
13546,Illinois,"Smithboro, Village Of",Smithboro,17,170623,Bond County
13547,Illinois,"Pocahontas, Village Of",Pocahontas,17,170697,Bond County
13548,Illinois,"Pierron, Village Of",Pierron,17,170317,Madison County
13549,Illinois,"Old Ripley, Village Of",Old Ripley,17,170610,Bond County
13550,Illinois,"Mulberry Grove, Village Of",Mulberry Grove,17,175417,Bond County
13551,Illinois,"Greenville, City Of",Greenville,17,170007,Bond County
13552,Illinois,"Sammons Point, Village Of",Sammons Point,17,171389,Kankakee County
13553,Illinois,"Union Hill, Village Of",Union Hill,17,171192,Kankakee County
13554,Illinois,"St. Anne, Village Of",St. Anne,17,171191,Kankakee County
13555,Illinois,"Irwin, Village Of",Irwin,17,171190,Kankakee County
13556,Illinois,"Hopkins Park, Village Of",Hopkins Park,17,171189,Kankakee County
13557,Illinois,"Herscher, Village Of",Herscher,17,171188,Kankakee County
13558,Illinois,"Buckingham, Village Of",Buckingham,17,171185,Kankakee County
13559,Illinois,"Aroma Park, Village Of",Aroma Park,17,170740,Kankakee County
13560,Illinois,"Reddick, Village Of",Reddick,17,170824,Kankakee County
13561,Illinois,"Cabery, Village Of",Cabery,17,171116,Ford County
13562,Illinois,"Kinderhook, Village Of",Kinderhook,17,170837,Pike County
13563,Illinois,"Hull, Village Of",Hull,17,170553,Pike County
13564,Illinois,"Griggsville, City Of",Griggsville,17,171300,Pike County
13565,Illinois,"Florence, Village Of",Florence,17,170552,Pike County
13566,Illinois,"Urbana, City Of",Urbana,17,170035,Champaign County
13567,Illinois,"El Dara, Village Of",El Dara,17,171299,Pike County
13568,Illinois,"Detroit, Village Of",Detroit,17,171298,Pike County
13569,Illinois,"Baylis, Village Of",Baylis,17,171297,Pike County
13570,Illinois,"Barry, City Of",Barry,17,171296,Pike County
13571,Illinois,"Watson, Village Of",Watson,17,170974,Effingham County
13572,Illinois,"Teutopolis, Village Of",Teutopolis,17,170231,Effingham County
13573,Illinois,"Shumway, Village Of",Shumway,17,171109,Effingham County
13574,Illinois,"Mason, Town Of",Mason,17,171108,Effingham County
13575,Illinois,"Effingham, City Of",Effingham,17,170229,Effingham County
13576,Illinois,"Edgewood, Village Of",Edgewood,17,171107,Effingham County
13577,Illinois,"Dieterich, Village Of",Dieterich,17,171106,Effingham County
13578,Illinois,"Beecher City, Village Of",Beecher City,17,171105,Effingham County
13579,Illinois,"Tolono, Village Of",Tolono,17,170984,Champaign County
13580,Illinois,"Thomasboro, Village Of",Thomasboro,17,170034,Champaign County
13581,Illinois,"Sidney, Village Of",Sidney,17,170033,Champaign County
13582,Illinois,"Savoy, Village Of",Savoy,17,170983,Champaign County
13583,Illinois,"St. Joseph, Village Of",St. Joseph,17,170032,Champaign County
13584,Illinois,"Sadorus, Village Of",Sadorus,17,170855,Champaign County
13585,Illinois,"Altamont, City Of",Altamont,17,170228,Effingham County
13586,Illinois,"Royal, Village Of",Royal,17,170982,Champaign County
13587,Illinois,"Rantoul, Village Of",Rantoul,17,170031,Champaign County
13588,Illinois,"Philo, Village Of",Philo,17,170981,Champaign County
13589,Illinois,Pesotum. Village Of,Pesotum,17,170980,Champaign County
13590,Illinois,"Ogden, Village Of",Ogden,17,170030,Champaign County
13591,Illinois,"Mahomet, Village Of",Mahomet,17,170029,Champaign County
13592,Illinois,"Ludlow, Village Of",Ludlow,17,170979,Champaign County
13593,Illinois,"Longview, Village Of",Longview,17,170918,Champaign County
13594,Illinois,"Ivesdale, Village Of",Ivesdale,17,170907,Piatt County/Champaign County
13595,Illinois,"Homer, Village Of",Homer,17,170854,Champaign County
13596,Illinois,"Gifford, Village Of",Gifford,17,170921,Champaign County
13597,Illinois,"Foosland, Village Of",Foosland,17,170028,Champaign County
13598,Illinois,"Fisher, Village Of",Fisher,17,170027,Champaign County
13599,Illinois,"Champaign, City Of",Champaign,17,170026,Champaign County
13600,Illinois,"Broadlands, Village Of",Broadlands,17,170025,Champaign County
13601,Illinois,"Bondville, Village Of",Bondville,17,170909,Champaign County
13602,Illinois,"Allerton, Village Of",Allerton,17,170660,Champaign County/Vermilion County
13603,Illinois,"Walnut Hill, Village Of M",Walnut Hill,17,171246,Marion County
13604,Illinois,"Vernon, Village Of",Vernon,17,171245,Marion County
13605,Illinois,"Sandoval, Village Of",Sandoval,17,170967,Marion County
13606,Illinois,"Salem, City Of",Salem,17,170454,Marion County
13607,Illinois,"Patoka, Village Of",Patoka,17,171244,Marion County
13608,Illinois,"Odin, Village Of",Odin,17,171243,Marion County
13609,Illinois,"Kinmundy, City Of",Kinmundy,17,171242,Marion County
13610,Illinois,"Kell, Village Of",Kell,17,171392,Marion County
13611,Illinois,"Junction City, Village Of",Junction City,17,170826,Marion County
13612,Illinois,"Iuka, Village Of",Iuka,17,171241,Marion County
13613,Illinois,"Central City, Village Of",Central City,17,170452,Marion County
13614,Illinois,"Alma, Village Of",Alma,17,171240,Marion County
13615,Illinois,"Farina, Village Of",Farina,17,171112,Fayette County
13616,Illinois,"Valley City, Village Of",Valley City,17,170559,Pike County
13617,Illinois,"Time, Village Of",Time,17,171305,Pike County
13618,Illinois,"Pleasant Hill, Village Of",Pleasant Hill,17,170558,Pike County
13619,Illinois,"Pittsfield, City Of",Pittsfield,17,171304,Pike County
13620,Illinois,"Perry, Village Of",Perry,17,171303,Pike County
13621,Illinois,"Pearl, Village Of",Pearl,17,170556,Pike County
13622,Illinois,"New Salem, Village Of",New Salem,17,171302,Pike County
13623,Illinois,"New Canton, Town Of",New Canton,17,170555,Pike County
13624,Illinois,"Nebo, Village Of",Nebo,17,170554,Pike County
13625,Illinois,"Milton, Village Of",Milton,17,171301,Pike County
13626,Illinois,"Steeleville, Village Of",Steeleville,17,170580,Randolph County
13627,Illinois,"Sparta, City Of",Sparta,17,170579,Randolph County
13628,Illinois,"Ruma, Village Of",Ruma,17,171315,Randolph County
13629,Illinois,"Rockwood, Village Of",Rockwood,17,170773,Randolph County
13630,Illinois,"Red Bud, City Of",Red Bud,17,171313,Randolph County
13631,Illinois,"Prairie Du Rocher, Village Of",Prairie du Rocher,17,170578,Randolph County
13632,Illinois,"Percy, Village Of",Percy,17,171312,Randolph County
13633,Illinois,"Kaskaskia, Village Of",Kaskaskia,17,170736,Randolph County
13634,Illinois,"Evansville, Village Of",Evansville,17,170577,Randolph County
13635,Illinois,"Ellis Grove, Village Of",Ellis Grove,17,171311,Randolph County
13636,Illinois,"Coulterville, Village Of",Coulterville,17,171310,Randolph County
13637,Illinois,"Chester, City Of",Chester,17,170576,Randolph County
13638,Illinois,"Baldwin, Village Of",Baldwin,17,171309,Randolph County
13639,Illinois,"Rushville, City Of",Rushville,17,170607,Schuyler County
13640,Illinois,"Littleton, Village Of",Littleton,17,171322,Schuyler County
13641,Illinois,"Camden, Villageof",Camden,17,171321,Schuyler County
13642,Illinois,"Browning, Village Of",Browning,17,170606,Schuyler County
13643,Illinois,"Wilsonville, Village Of",Wilsonville,17,171239,Macoupin County
13644,Illinois,"White City,  Village Of",White City,17,171238,Macoupin County
13645,Illinois,"Virden, City Of",Virden,17,170435,Macoupin County
13646,Illinois,"Staunton, City Of",Staunton,17,170434,Macoupin County
13647,Illinois,"Standard City, Village Of",Standard City,17,171237,Macoupin County
13648,Illinois,"Shipman, Town Of",Shipman,17,171236,Macoupin County
13649,Illinois,"Scottville, Village Of",Scottville,17,171391,Macoupin County
13650,Illinois,"Sawyerville, Village Of",Sawyerville,17,171235,Macoupin County
13651,Illinois,"Royal Lakes, Village Of",Royal Lakes,17,171234,Macoupin County
13652,Illinois,"Palmyra, Village Of",Palmyra,17,171233,Macoupin County
13653,Illinois,"Nilwood, Town Of",Nilwood,17,171232,Macoupin County
13654,Illinois,"Mount Olive, City Of",Mount Olive,17,171231,Macoupin County
13655,Illinois,"Mount Clare, Village Of",Mount Clare,17,171230,Macoupin County
13656,Illinois,"Modesto, Village Of",Modesto,17,171229,Macoupin County
13657,Illinois,"Lake Ka-Ho, Village Of",Lake Ka-Ho,17,171227,Macoupin County
13658,Illinois,"Hettick, Village Of",Hettick,17,170955,Macoupin County
13659,Illinois,"Girard, City Of",Girard,17,171224,Macoupin County
13660,Illinois,"Gillespie,City Of",Gillespie,17,170433,Macoupin County
13661,Illinois,"East Gillespie, Village Of",East Gillespie,17,170432,Macoupin County
13662,Illinois,"Eagarville, Village Of",Eagarville,17,171223,Macoupin County
13663,Illinois,"Dorchester, Village Of",Dorchester,17,171225,Macoupin County
13664,Illinois,"Chesterfield, Village Of",Chesterfield,17,171222,Macoupin County
13665,Illinois,"Carlinville, City Of",Carlinville,17,170431,Macoupin County
13666,Illinois,"Bunker Hill, City Of",Bunker Hill,17,171221,Macoupin County
13667,Illinois,"Benld, Village Of",Benld,17,171219,Macoupin County
13668,Illinois,"Weldon, Village Of",Weldon,17,170138,De Witt County
13669,Illinois,"Waynesville, Village Of",Waynesville,17,170122,De Witt County
13670,Illinois,"Wapella, Village Of",Wapella,17,170108,De Witt County
13671,Illinois,"Kenney, Village Of",Kenney,17,170118,De Witt County
13672,Illinois,"Farmer City, City Of",Farmer City,17,170818,De Witt County
13673,Illinois,"De Witt, Village Of",De Witt,17,170048,De Witt County
13674,Illinois,"Clinton, City Of",Clinton,17,170193,De Witt County
13675,Illinois,"Tilden, Village Of",Tilden,17,171314,Randolph County
13676,Illinois,"Fairfield, City Of",Fairfield,17,170680,Wayne County
13677,Illinois,"Cisne, Village Of",Cisne,17,171359,Wayne County
13678,Illinois,"Mill Shoals, Village Of",Mill Shoals,17,170685,White County
13679,Illinois,"Wayne City, Village Of",Wayne City,17,171365,Wayne County
13680,Illinois,"Sims, Village Of",Sims,17,171364,Wayne County
13681,Illinois,"Mount Erie, Village Of",Mount Erie,17,171363,Wayne County
13682,Illinois,"Keenes, Village Of",Keenes,17,171362,Wayne County
13683,Illinois,"Johnsonville, Village Of",Johnsonville,17,171361,Wayne County
13684,Illinois,"Jeffersonville, Village Of",Jeffersonville,17,171360,Wayne County
13685,Illinois,"Golden Gate, Village Of",Golden Gate,17,170885,Wayne County
13686,Illinois,"Zeigler, City Of",Zeigler,17,170240,Franklin County
13687,Illinois,"West Frankfort, City Of",West Frankfort,17,170239,Franklin County
13688,Illinois,"West City, Village Of",West City,17,170872,Franklin County
13689,Illinois,"Valier,Village Of",Valier,17,170870,Franklin County
13690,Illinois,"Thompsonville, Village Of",Thompsonville,17,171125,Franklin County
13691,Illinois,"Sesser, City Of",Sesser,17,170868,Franklin County
13692,Illinois,"Royalton, Village Of",Royalton,17,170867,Franklin County
13693,Illinois,"Orient, Village Of",Orient,17,170871,Franklin County
13694,Illinois,"North City, Village Of",North City,17,171124,Franklin County
13695,Illinois,"Hanaford, Village Of",Hanaford,17,171123,Franklin County
13696,Illinois,"Freeman Spur, Village Of",Freeman Spur,17,170953,Williamson County/Franklin County
13697,Illinois,"Ewing, Village Of",Ewing,17,171122,Franklin County
13698,Illinois,"Christopher, City Of",Christopher,17,170238,Franklin County
13699,Illinois,"Buckner, Village Of",Buckner,17,170783,Franklin County
13700,Illinois,"Benton, City Of",Benton,17,170237,Franklin County
13701,Illinois,"Westfield,Village Of",Westfield,17,170063,Clark County
13702,Illinois,"Martinsville, City Of",Martinsville,17,170041,Clark County
13703,Illinois,"Marshall, City Of",Marshall,17,170040,Clark County
13704,Illinois,"Tovey, Village Of",Tovey,17,170971,Christian County
13705,Illinois,"Taylorville, City Of",Taylorville,17,170038,Christian County
13706,Illinois,"Stonington, Village Of",Stonington,17,170037,Christian County
13707,Illinois,"Pana, City Of",Pana,17,170036,Christian County
13708,Illinois,"Palmer, Village Of",Palmer,17,170964,Christian County
13709,Illinois,"Sullivan, City Of",Sullivan,17,170524,Moultrie County
13710,Illinois,"Lovington, Village Of",Lovington,17,170523,Moultrie County
13711,Illinois,"Gays, Village Of",Gays,17,171288,Moultrie County
13712,Illinois,"Owaneco, Village Of",Owaneco,17,171084,Christian County
13713,Illinois,"Moweaqua, Village Of",Moweaqua,17,170611,Christian County
13714,Illinois,"Mount Auburn, Village Of",Mount Auburn,17,171083,Christian County
13715,Illinois,"Morrisonville, Village Of",Morrisonville,17,171082,Christian County
13716,Illinois,"Kincaid, Village Of",Kincaid,17,170858,Christian County
13717,Illinois,"Jeisyville, Village Of",Jeisyville,17,171038,Christian County
13718,Illinois,"Edinburg, Village Of",Edinburg,17,175422,Christian County
13719,Illinois,"Bulpitt, Village Of",Bulpitt,17,171068,Christian County
13720,Illinois,"Dalton City, Village Of",Dalton City,17,170522,Moultrie County
13721,Illinois,"Bethany, Village Of",Bethany,17,170521,Moultrie County
13722,Illinois,"Allenville, Village Of",Allenville,17,171287,Moultrie County
13723,Illinois,"Assumption, Village Of",Assumption,17,170943,Christian County
13724,Illinois,"Roseville, Village Of",Roseville,17,170677,Warren County
13725,Illinois,"Monmouth, City Of",Monmouth,17,170676,Warren County
13726,Illinois,"Little York, Village Of",Little York,17,170884,Warren County
13727,Illinois,"Kirkwood, Village Of",Kirkwood,17,170675,Warren County
13728,Illinois,"Mount Carmel, City Of",Mount Carmel,17,170672,Wabash County
13729,Illinois,"Keensburg, Village Of",Keensburg,17,171350,Wabash County
13730,Illinois,"Bellmont, Village Of",Bellmont,17,171349,Wabash County
13731,Illinois,"Vandalia, City Of",Vandalia,17,170233,Fayette County
13732,Illinois,"Saint Peter, Village Of",St. Peter,17,171115,Fayette County
13733,Illinois,"Saint Elmo, City Of",St. Elmo,17,171114,Fayette County
13734,Illinois,"Ramsey, Village Of",Ramsey,17,171113,Fayette County
13735,Illinois,"Brownstown, Village Of",Brownstown,17,171111,Fayette County
13736,Illinois,"Bingham, Village Of",Bingham,17,171110,Fayette County
13737,Illinois,"Allendale, Village Of",Allendale,17,171348,Wabash County
13738,Illinois,"Worden, Village Of",Worden,17,170825,Madison County
13739,Illinois,"Wood River, City Of",Wood River,17,170451,Madison County
13740,Illinois,"Williamson, Village Of",Williamson,17,170324,Madison County
13741,Illinois,"Venice, City Of",Venice,17,170450,Madison County
13742,Illinois,"Troy, City Of",Troy,17,170255,Madison County
13743,Illinois,"South Roxana, Village Of",South Roxana,17,170449,Madison County
13744,Illinois,"St. Jacob, Village Of",St. Jacob,17,170208,Madison County
13745,Illinois,"Roxana, Village Of",Roxana,17,170448,Madison County
13746,Illinois,"Pontoon Beach, Village Of",Pontoon Beach,17,170447,Madison County
13747,Illinois,"New Douglas, Village Of",New Douglas,17,170316,Madison County
13748,Illinois,"Maryville, Village Of",Maryville,17,170299,Madison County
13749,Illinois,"Marine, Village Of",Marine,17,170199,Madison County
13750,Illinois,"Madison, City Of",Madison,17,170446,Madison County
13751,Illinois,"Livingston, Village Of",Livingston,17,170794,Madison County
13752,Illinois,"Highland, City Of",Highland,17,170445,Madison County
13753,Illinois,"Hartford, Village Of",Hartford,17,170444,Madison County
13754,Illinois,"Hamel, Village Of",Hamel,17,170160,Madison County
13755,Illinois,"Grantfork, Village Of",Grantfork,17,170209,Madison County
13756,Illinois,"Granite City, City Of",Granite City,17,170443,Madison County
13757,Illinois,"Godfrey, Village Of",Godfrey,17,171031,Madison County
13758,Illinois,"Glen Carbon, Village Of",Glen Carbon,17,170442,Madison County
13759,Illinois,"Fairmont City, Village Of",Fairmont City,17,170627,Madison County/St. Clair County
13760,Illinois,"Edwardsville, City Of",Edwardsville,17,170441,Madison County
13761,Illinois,"East Alton, Village Of",East Alton,17,170440,Madison County
13762,Illinois,"Collinsville, City Of",Collinsville,17,170439,St. Clair County/Madison County
13763,Illinois,"Bethalto, Village Of",Bethalto,17,170438,Madison County
13764,Illinois,"Alton, City Of",Alton,17,170437,Madison County
13765,Illinois,"Alhambra, Village Of",Alhambra,17,170270,Madison County
13766,Illinois,"Vergennes, Village Of",Vergennes,17,170973,Jackson County
13767,Illinois,"Murphysboro, City Of",Murphysboro,17,170302,Jackson County
13768,Illinois,"Grand Tower, City Of",Grand Tower,17,170300,Jackson County
13769,Illinois,"Gorham, Village Of",Gorham,17,170954,Jackson County
13770,Illinois,"Elkville, Village Of",Elkville,17,170876,Jackson County
13771,Illinois,"Dowell, Village Of",Dowell,17,170875,Jackson County
13772,Illinois,"Desoto, Village Of",De Soto,17,170751,Jackson County
13773,Illinois,"Carbondale, City Of",Carbondale,17,170298,Jackson County
13774,Illinois,"Campbell Hill, Village Of",Campbell Hill,17,171162,Jackson County
13775,Illinois,"Ava, City Of",Ava,17,171161,Jackson County
13776,Illinois,"San Jose, Village Of",San Jose,17,171251,Logan County
13777,Illinois,"New Holland, Village Of",New Holland,17,171213,Logan County
13778,Illinois,"Mount Pulaski, City Of",Mount Pulaski,17,171212,Logan County
13779,Illinois,"Middletown, Village Of",Middletown,17,171211,Logan County
13780,Illinois,"Lincoln, City Of",Lincoln,17,170428,Logan County
13781,Illinois,"Latham, Village Of",Latham,17,171210,Logan County
13782,Illinois,"Hartsburg, Village Of",Hartsburg,17,171209,Logan County
13783,Illinois,"Emden, Village Of",Emden,17,171208,Logan County
13784,Illinois,"Elkhart, Village Of",Elkhart,17,171010,Logan County
13785,Illinois,"Broadwell, Village Of",Broadwell,17,175418,Logan County
13786,Illinois,"Atlanta, City Of",Atlanta,17,171006,Logan County
13787,Illinois,"Woodson, Village Of",Woodson,17,171286,Morgan County
13788,Illinois,"Waverly, City Of",Waverly,17,171285,Morgan County
13789,Illinois,"S. Jacksonville, Village Of",South Jacksonville,17,170519,Morgan County
13790,Illinois,"Murrayville, Village Of",Murrayville,17,171284,Morgan County
13791,Illinois,"Meredosia, Village Of",Meredosia,17,170517,Morgan County
13792,Illinois,"Lynnville, Village Of",Lynnville,17,171283,Morgan County
13793,Illinois,"Jacksonville, City Of",Jacksonville,17,170516,Morgan County
13794,Illinois,"West Point, Village Of",West Point,17,171142,Hancock County
13795,Illinois,"Warsaw, City Of",Warsaw,17,170273,Hancock County
13796,Illinois,"Pontoosuc, Village Of",Pontoosuc,17,170272,Hancock County
13797,Illinois,"Nauvoo, City Of",Nauvoo,17,170767,Hancock County
13798,Illinois,"Franklin, Village Of",Franklin,17,171282,Morgan County
13799,Illinois,"Concord, Village Of",Concord,17,171281,Morgan County
13800,Illinois,"Chapin, Village Of",Chapin,17,171280,Morgan County
13801,Illinois,"La Harpe, City Of",La Harpe,17,171141,Hancock County
13802,Illinois,"Hamilton, City Of",Hamilton,17,170271,Hancock County
13803,Illinois,"Ferris, Village Of",Ferris,17,171140,Hancock County
13804,Illinois,"Elvaston, Village Of",Elvaston,17,171139,Hancock County
13805,Illinois,"Carthage,City Of",Carthage,17,170269,Hancock County
13806,Illinois,"Bowen, Village Of",Bowen,17,170268,Hancock County
13807,Illinois,"Bentley, Town Of",Bentley,17,171138,Hancock County
13808,Illinois,"Basco, Village Of",Basco,17,171137,Hancock County
13809,Illinois,"Augusta, Village Of",Augusta,17,171136,Hancock County
13810,Illinois,"Strawn, Village Of",Strawn,17,171207,Livingston County
13811,Illinois,"Saunemin, Village Of",Saunemin,17,170968,Livingston County
13812,Illinois,"Pontiac, City Of",Pontiac,17,170426,Livingston County
13813,Illinois,"Odell, Village Of",Odell,17,171206,Livingston County
13814,Illinois,"Long Point, Village Of",Long Point,17,170958,Livingston County
13815,Illinois,"Yale, Village Of",Yale,17,170821,Jasper County
13816,Illinois,"Willow Hill, Village Of",Willow Hill,17,171165,Jasper County
13817,Illinois,"Wheeler, Village Of",Wheeler,17,170304,Jasper County
13818,Illinois,"Sainte Marie, Village Of",Ste. Marie,17,170820,Jasper County
13819,Illinois,"Rose Hill, Village Of",Rose Hill,17,171164,Jasper County
13820,Illinois,"Newton, City Of",Newton,17,170303,Jasper County
13821,Illinois,"Hidalgo, Village Of",Hidalgo,17,171163,Jasper County
13822,Illinois,"Yates City, Village Of",Yates City,17,170356,Knox County
13823,Illinois,"Williamsfield, Village Of",Williamsfield,17,170355,Knox County
13824,Illinois,"Wataga, Village Of",Wataga,17,170354,Knox County
13825,Illinois,"Victoria, Village Of",Victoria,17,170353,Knox County
13826,Illinois,"Saint Augustine, Village Of",St. Augustine,17,171197,Knox County
13827,Illinois,"Rio, Village Of",Rio,17,171196,Knox County
13828,Illinois,"Venedy, Village Of",Venedy,17,171358,Washington County
13829,Illinois,"Richview, Village Of",Richview,17,171357,Washington County
13830,Illinois,"Radom, Village Of",Radom,17,171356,Washington County
13831,Illinois,"Okawville, Village Of",Okawville,17,170679,Washington County
13832,Illinois,"Oakdale, Village Of",Oakdale,17,171355,Washington County
13833,Illinois,"New Minden, Village Of",New Minden,17,170847,Washington County
13834,Illinois,"Nashville, City Of",Nashville,17,170678,Washington County
13835,Illinois,"Forrest, Village Of",Forrest,17,170425,Livingston County
13836,Illinois,"Flanagan, Village Of",Flanagan,17,171204,Livingston County
13837,Illinois,"Fairbury, City Of",Fairbury,17,170424,Livingston County
13838,Illinois,"Emington, Village Of",Emington,17,171203,Livingston County
13839,Illinois,"Cullom, Village Of",Cullom,17,170422,Livingston County
13840,Illinois,"Cornell, Village Of",Cornell,17,170823,Livingston County
13841,Illinois,"Chatsworth, Town Of",Chatsworth,17,171027,Livingston County
13842,Illinois,"Campus,  Village Of",Campus,17,171199,Livingston County
13843,Illinois,"Oneida, City Of",Oneida,17,170352,Knox County
