Japan, Period fertility rates by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 21/09/2016
Year    Age        ASFR
1947     12-    0.00000
1947     13     0.00000
1947     14     0.00005
1947     15     0.00039
1947     16     0.00184
1947     17     0.00732
1947     18     0.02168
1947     19     0.04583
1947     20     0.08737
1947     21     0.13156
1947     22     0.17261
1947     23     0.21863
1947     24     0.24590
1947     25     0.26763
1947     26     0.27645
1947     27     0.28147
1947     28     0.26676
1947     29     0.26808
1947     30     0.25786
1947     31     0.24879
1947     32     0.23521
1947     33     0.22387
1947     34     0.20644
1947     35     0.19409
1947     36     0.17484
1947     37     0.15631
1947     38     0.13912
1947     39     0.12186
1947     40     0.09917
1947     41     0.07233
1947     42     0.05446
1947     43     0.03479
1947     44     0.02156
1947     45     0.01190
1947     46     0.00616
1947     47     0.00341
1947     48     0.00222
1947     49     0.00198
1947     50     0.00149
1947     51     0.00111
1947     52     0.00084
1947     53     0.00068
1947     54     0.00052
1947     55+    0.00182
1948     12-    0.00000
1948     13     0.00000
1948     14     0.00006
1948     15     0.00042
1948     16     0.00224
1948     17     0.00881
1948     18     0.02452
1948     19     0.05506
1948     20     0.09828
1948     21     0.14788
1948     22     0.19405
1948     23     0.23462
1948     24     0.25955
1948     25     0.26754
1948     26     0.27134
1948     27     0.26313
1948     28     0.25801
1948     29     0.24015
1948     30     0.23618
1948     31     0.22232
1948     32     0.21407
1948     33     0.20118
1948     34     0.18979
1948     35     0.17626
1948     36     0.16519
1948     37     0.14966
1948     38     0.13422
1948     39     0.11765
1948     40     0.09845
1948     41     0.07715
1948     42     0.05407
1948     43     0.03605
1948     44     0.02041
1948     45     0.01053
1948     46     0.00562
1948     47     0.00289
1948     48     0.00162
1948     49     0.00125
1948     50     0.00081
1948     51     0.00060
1948     52     0.00053
1948     53     0.00035
1948     54     0.00026
1948     55+    0.00080
1949     12-    0.00000
1949     13     0.00000
1949     14     0.00005
1949     15     0.00040
1949     16     0.00223
1949     17     0.00801
1949     18     0.02257
1949     19     0.04952
1949     20     0.09608
1949     21     0.14137
1949     22     0.19146
1949     23     0.23686
1949     24     0.25853
1949     25     0.27393
1949     26     0.27746
1949     27     0.27667
1949     28     0.26853
1949     29     0.26009
1949     30     0.23770
1949     31     0.23047
1949     32     0.21321
1949     33     0.19831
1949     34     0.18237
1949     35     0.16821
1949     36     0.15025
1949     37     0.13604
1949     38     0.12001
1949     39     0.10067
1949     40     0.08303
1949     41     0.06477
1949     42     0.04580
1949     43     0.02833
1949     44     0.01609
1949     45     0.00798
1949     46     0.00386
1949     47     0.00217
1949     48     0.00132
1949     49     0.00072
1949     50     0.00034
1949     51     0.00033
1949     52     0.00019
1949     53     0.00017
1949     54     0.00010
1949     55+    0.00028
1950     12-    0.00000
1950     13     0.00000
1950     14     0.00005
1950     15     0.00026
1950     16     0.00170
1950     17     0.00666
1950     18     0.01779
1950     19     0.04153
1950     20     0.07886
1950     21     0.12643
1950     22     0.16798
1950     23     0.20887
1950     24     0.23497
1950     25     0.24419
1950     26     0.24782
1950     27     0.24160
1950     28     0.23463
1950     29     0.22173
1950     30     0.21046
1950     31     0.18652
1950     32     0.17886
1950     33     0.16129
1950     34     0.14883
1950     35     0.13255
1950     36     0.11920
1950     37     0.10404
1950     38     0.09139
1950     39     0.07746
1950     40     0.06198
1950     41     0.04730
1950     42     0.03309
1950     43     0.02091
1950     44     0.01147
1950     45     0.00554
1950     46     0.00264
1950     47     0.00120
1950     48     0.00076
1950     49     0.00054
1950     50     0.00027
1950     51     0.00017
1950     52     0.00015
1950     53     0.00014
1950     54     0.00007
1950     55+    0.00014
1951     12-    0.00000
1951     13     0.00000
1951     14     0.00002
1951     15     0.00023
1951     16     0.00112
1951     17     0.00497
1951     18     0.01492
1951     19     0.03332
1951     20     0.06715
1951     21     0.10540
1951     22     0.15121
1951     23     0.18653
1951     24     0.21060
1951     25     0.22523
1951     26     0.22693
1951     27     0.22320
1951     28     0.21465
1951     29     0.20754
1951     30     0.19164
1951     31     0.17745
1951     32     0.15758
1951     33     0.14771
1951     34     0.13128
1951     35     0.11751
1951     36     0.10292
1951     37     0.09073
1951     38     0.07619
1951     39     0.06388
1951     40     0.05159
1951     41     0.03838
1951     42     0.02661
1951     43     0.01661
1951     44     0.00932
1951     45     0.00406
1951     46     0.00188
1951     47     0.00089
1951     48     0.00046
1951     49     0.00034
1951     50     0.00021
1951     51     0.00007
1951     52     0.00007
1951     53     0.00009
1951     54     0.00005
1951     55+    0.00008
1952     12-    0.00000
1952     13     0.00000
1952     14     0.00002
1952     15     0.00017
1952     16     0.00093
1952     17     0.00377
1952     18     0.01177
1952     19     0.02824
1952     20     0.05658
1952     21     0.09593
1952     22     0.13498
1952     23     0.17988
1952     24     0.19906
1952     25     0.21256
1952     26     0.21750
1952     27     0.21071
1952     28     0.20451
1952     29     0.19212
1952     30     0.18073
1952     31     0.16271
1952     32     0.14887
1952     33     0.12897
1952     34     0.11773
1952     35     0.10288
1952     36     0.08976
1952     37     0.07645
1952     38     0.06472
1952     39     0.05251
1952     40     0.04170
1952     41     0.03135
1952     42     0.02046
1952     43     0.01311
1952     44     0.00713
1952     45     0.00360
1952     46     0.00142
1952     47     0.00078
1952     48     0.00042
1952     49     0.00022
1952     50     0.00018
1952     51     0.00011
1952     52     0.00009
1952     53     0.00006
1952     54     0.00004
1952     55+    0.00008
1953     12-    0.00000
1953     13     0.00000
1953     14     0.00004
1953     15     0.00015
1953     16     0.00076
1953     17     0.00315
1953     18     0.00948
1953     19     0.02387
1953     20     0.05049
1953     21     0.08442
1953     22     0.12772
1953     23     0.16402
1953     24     0.19271
1953     25     0.20161
1953     26     0.20305
1953     27     0.19995
1953     28     0.18772
1953     29     0.17741
1953     30     0.16286
1953     31     0.14877
1953     32     0.13311
1953     33     0.11740
1953     34     0.10017
1953     35     0.08964
1953     36     0.07661
1953     37     0.06528
1953     38     0.05345
1953     39     0.04336
1953     40     0.03295
1953     41     0.02483
1953     42     0.01657
1953     43     0.01023
1953     44     0.00557
1953     45     0.00264
1953     46     0.00126
1953     47     0.00062
1953     48     0.00034
1953     49     0.00020
1953     50     0.00017
1953     51     0.00010
1953     52     0.00006
1953     53     0.00006
1953     54     0.00004
1953     55+    0.00010
1954     12-    0.00000
1954     13     0.00000
1954     14     0.00001
1954     15     0.00012
1954     16     0.00068
1954     17     0.00260
1954     18     0.00818
1954     19     0.02038
1954     20     0.04439
1954     21     0.07968
1954     22     0.11641
1954     23     0.16022
1954     24     0.18167
1954     25     0.19778
1954     26     0.19419
1954     27     0.18849
1954     28     0.17717
1954     29     0.16327
1954     30     0.15053
1954     31     0.13465
1954     32     0.12140
1954     33     0.10618
1954     34     0.09206
1954     35     0.07688
1954     36     0.06717
1954     37     0.05566
1954     38     0.04636
1954     39     0.03667
1954     40     0.02816
1954     41     0.01987
1954     42     0.01342
1954     43     0.00824
1954     44     0.00447
1954     45     0.00219
1954     46     0.00103
1954     47     0.00059
1954     48     0.00022
1954     49     0.00016
1954     50     0.00010
1954     51     0.00007
1954     52     0.00003
1954     53     0.00005
1954     54     0.00003
1954     55+    0.00007
1955     12-    0.00000
1955     13     0.00000
1955     14     0.00001
1955     15     0.00007
1955     16     0.00054
1955     17     0.00251
1955     18     0.00725
1955     19     0.01859
1955     20     0.04068
1955     21     0.07297
1955     22     0.11497
1955     23     0.15422
1955     24     0.18410
1955     25     0.19198
1955     26     0.19883
1955     27     0.18580
1955     28     0.17379
1955     29     0.15895
1955     30     0.14195
1955     31     0.12614
1955     32     0.11190
1955     33     0.09825
1955     34     0.08331
1955     35     0.07099
1955     36     0.05807
1955     37     0.04934
1955     38     0.03956
1955     39     0.03132
1955     40     0.02380
1955     41     0.01708
1955     42     0.01135
1955     43     0.00685
1955     44     0.00370
1955     45     0.00174
1955     46     0.00088
1955     47     0.00037
1955     48     0.00025
1955     49     0.00013
1955     50     0.00011
1955     51     0.00008
1955     52     0.00005
1955     53     0.00003
1955     54     0.00003
1955     55+    0.00005
1956     12-    0.00000
1956     13     0.00000
1956     14     0.00001
1956     15     0.00008
1956     16     0.00047
1956     17     0.00204
1956     18     0.00679
1956     19     0.01656
1956     20     0.03865
1956     21     0.06893
1956     22     0.10734
1956     23     0.15173
1956     24     0.17829
1956     25     0.19509
1956     26     0.19168
1956     27     0.18582
1956     28     0.16631
1956     29     0.14916
1956     30     0.13219
1956     31     0.11408
1956     32     0.10047
1956     33     0.08583
1956     34     0.07374
1956     35     0.06183
1956     36     0.05093
1956     37     0.04088
1956     38     0.03425
1956     39     0.02686
1956     40     0.02019
1956     41     0.01446
1956     42     0.00953
1956     43     0.00584
1956     44     0.00306
1956     45     0.00147
1956     46     0.00069
1956     47     0.00036
1956     48     0.00019
1956     49     0.00009
1956     50     0.00009
1956     51     0.00004
1956     52     0.00004
1956     53     0.00002
1956     54     0.00003
1956     55+    0.00003
1957     12-    0.00000
1957     13     0.00000
1957     14     0.00001
1957     15     0.00005
1957     16     0.00045
1957     17     0.00174
1957     18     0.00548
1957     19     0.01543
1957     20     0.03314
1957     21     0.06395
1957     22     0.09985
1957     23     0.13840
1957     24     0.17228
1957     25     0.18426
1957     26     0.18949
1957     27     0.17710
1957     28     0.16377
1957     29     0.14127
1957     30     0.12259
1957     31     0.10332
1957     32     0.08693
1957     33     0.07474
1957     34     0.06210
1957     35     0.05194
1957     36     0.04269
1957     37     0.03394
1957     38     0.02657
1957     39     0.02174
1957     40     0.01580
1957     41     0.01132
1957     42     0.00755
1957     43     0.00461
1957     44     0.00241
1957     45     0.00132
1957     46     0.00059
1957     47     0.00029
1957     48     0.00019
1957     49     0.00012
1957     50     0.00007
1957     51     0.00005
1957     52     0.00003
1957     53     0.00001
1957     54     0.00003
1957     55+    0.00005
1958     12-    0.00000
1958     13     0.00000
1958     14     0.00001
1958     15     0.00008
1958     16     0.00043
1958     17     0.00180
1958     18     0.00553
1958     19     0.01430
1958     20     0.03628
1958     21     0.06541
1958     22     0.10798
1958     23     0.15093
1958     24     0.18054
1958     25     0.20166
1958     26     0.20071
1958     27     0.19327
1958     28     0.17064
1958     29     0.15104
1958     30     0.12567
1958     31     0.10423
1958     32     0.08628
1958     33     0.07121
1958     34     0.05884
1958     35     0.04797
1958     36     0.03940
1958     37     0.03142
1958     38     0.02459
1958     39     0.01868
1958     40     0.01453
1958     41     0.01010
1958     42     0.00689
1958     43     0.00411
1958     44     0.00216
1958     45     0.00117
1958     46     0.00051
1958     47     0.00021
1958     48     0.00012
1958     49     0.00010
1958     50     0.00007
1958     51     0.00005
1958     52     0.00005
1958     53     0.00003
1958     54     0.00002
1958     55+    0.00005
1959     12-    0.00000
1959     13     0.00000
1959     14     0.00001
1959     15     0.00008
1959     16     0.00038
1959     17     0.00176
1959     18     0.00551
1959     19     0.01420
1959     20     0.03154
1959     21     0.06656
1959     22     0.10474
1959     23     0.15170
1959     24     0.18252
1959     25     0.19550
1959     26     0.20351
1959     27     0.18938
1959     28     0.17171
1959     29     0.14574
1959     30     0.12470
1959     31     0.09863
1959     32     0.08013
1959     33     0.06473
1959     34     0.05200
1959     35     0.04271
1959     36     0.03350
1959     37     0.02786
1959     38     0.02118
1959     39     0.01659
1959     40     0.01188
1959     41     0.00888
1959     42     0.00587
1959     43     0.00351
1959     44     0.00198
1959     45     0.00101
1959     46     0.00049
1959     47     0.00024
1959     48     0.00012
1959     49     0.00006
1959     50     0.00007
1959     51     0.00005
1959     52     0.00003
1959     53     0.00001
1959     54     0.00001
1959     55+    0.00004
1960     12-    0.00000
1960     13     0.00000
1960     14     0.00001
1960     15     0.00005
1960     16     0.00040
1960     17     0.00162
1960     18     0.00522
1960     19     0.01390
1960     20     0.03088
1960     21     0.05930
1960     22     0.10734
1960     23     0.14782
1960     24     0.18532
1960     25     0.19978
1960     26     0.19957
1960     27     0.19381
1960     28     0.16988
1960     29     0.14774
1960     30     0.11960
1960     31     0.09711
1960     32     0.07552
1960     33     0.05969
1960     34     0.04689
1960     35     0.03640
1960     36     0.02895
1960     37     0.02237
1960     38     0.01758
1960     39     0.01322
1960     40     0.00983
1960     41     0.00685
1960     42     0.00475
1960     43     0.00284
1960     44     0.00158
1960     45     0.00083
1960     46     0.00038
1960     47     0.00027
1960     48     0.00010
1960     49     0.00008
1960     50     0.00004
1960     51     0.00004
1960     52     0.00003
1960     53     0.00001
1960     54     0.00002
1960     55+    0.00004
1961     12-    0.00000
1961     13     0.00000
1961     14     0.00001
1961     15     0.00004
1961     16     0.00035
1961     17     0.00161
1961     18     0.00490
1961     19     0.01332
1961     20     0.02993
1961     21     0.05714
1961     22     0.09475
1961     23     0.15030
1961     24     0.18021
1961     25     0.20286
1961     26     0.20257
1961     27     0.18824
1961     28     0.17422
1961     29     0.14539
1961     30     0.12096
1961     31     0.09395
1961     32     0.07484
1961     33     0.05703
1961     34     0.04313
1961     35     0.03275
1961     36     0.02514
1961     37     0.01961
1961     38     0.01489
1961     39     0.01150
1961     40     0.00837
1961     41     0.00600
1961     42     0.00390
1961     43     0.00241
1961     44     0.00131
1961     45     0.00070
1961     46     0.00033
1961     47     0.00019
1961     48     0.00012
1961     49     0.00006
1961     50     0.00003
1961     51     0.00001
1961     52     0.00001
1961     53     0.00002
1961     54     0.00001
1961     55+    0.00002
1962     12-    0.00000
1962     13     0.00000
1962     14     0.00001
1962     15     0.00006
1962     16     0.00030
1962     17     0.00152
1962     18     0.00534
1962     19     0.01283
1962     20     0.03035
1962     21     0.05952
1962     22     0.09893
1962     23     0.14114
1962     24     0.19062
1962     25     0.20393
1962     26     0.21079
1962     27     0.19513
1962     28     0.17211
1962     29     0.14992
1962     30     0.12070
1962     31     0.09591
1962     32     0.07176
1962     33     0.05699
1962     34     0.04196
1962     35     0.03109
1962     36     0.02313
1962     37     0.01752
1962     38     0.01317
1962     39     0.00951
1962     40     0.00733
1962     41     0.00505
1962     42     0.00323
1962     43     0.00204
1962     44     0.00120
1962     45     0.00061
1962     46     0.00031
1962     47     0.00017
1962     48     0.00011
1962     49     0.00008
1962     50     0.00003
1962     51     0.00000
1962     52     0.00001
1962     53     0.00000
1962     54     0.00000
1962     55+    0.00001
1963     12-    0.00000
1963     13     0.00000
1963     14     0.00001
1963     15     0.00004
1963     16     0.00032
1963     17     0.00146
1963     18     0.00510
1963     19     0.01342
1963     20     0.02862
1963     21     0.05942
1963     22     0.10050
1963     23     0.14660
1963     24     0.17769
1963     25     0.21339
1963     26     0.20981
1963     27     0.20222
1963     28     0.17926
1963     29     0.15014
1963     30     0.12747
1963     31     0.09861
1963     32     0.07618
1963     33     0.05673
1963     34     0.04314
1963     35     0.03145
1963     36     0.02314
1963     37     0.01694
1963     38     0.01236
1963     39     0.00915
1963     40     0.00639
1963     41     0.00473
1963     42     0.00301
1963     43     0.00185
1963     44     0.00102
1963     45     0.00051
1963     46     0.00026
1963     47     0.00013
1963     48     0.00008
1963     49     0.00005
1963     50     0.00001
1963     51     0.00000
1963     52     0.00000
1963     53     0.00000
1963     54     0.00000
1963     55+    0.00000
1964     12-    0.00000
1964     13     0.00000
1964     14     0.00001
1964     15     0.00004
1964     16     0.00030
1964     17     0.00162
1964     18     0.00458
1964     19     0.01327
1964     20     0.03025
1964     21     0.05665
1964     22     0.10308
1964     23     0.15283
1964     24     0.19072
1964     25     0.20388
1964     26     0.22214
1964     27     0.20329
1964     28     0.18560
1964     29     0.15588
1964     30     0.12694
1964     31     0.10335
1964     32     0.07782
1964     33     0.05906
1964     34     0.04342
1964     35     0.03232
1964     36     0.02306
1964     37     0.01687
1964     38     0.01197
1964     39     0.00861
1964     40     0.00644
1964     41     0.00421
1964     42     0.00277
1964     43     0.00176
1964     44     0.00089
1964     45     0.00046
1964     46     0.00022
1964     47     0.00012
1964     48     0.00005
1964     49     0.00004
1964     50     0.00002
1964     51     0.00001
1964     52     0.00000
1964     53     0.00000
1964     54     0.00000
1964     55+    0.00000
1965     12-    0.00000
1965     13     0.00000
1965     14     0.00001
1965     15     0.00004
1965     16     0.00031
1965     17     0.00167
1965     18     0.00559
1965     19     0.01222
1965     20     0.03023
1965     21     0.06152
1965     22     0.10104
1965     23     0.15953
1965     24     0.20299
1965     25     0.22527
1965     26     0.21885
1965     27     0.22046
1965     28     0.19169
1965     29     0.16749
1965     30     0.13584
1965     31     0.10505
1965     32     0.08365
1965     33     0.06228
1965     34     0.04683
1965     35     0.03366
1965     36     0.02474
1965     37     0.01726
1965     38     0.01203
1965     39     0.00850
1965     40     0.00587
1965     41     0.00405
1965     42     0.00261
1965     43     0.00152
1965     44     0.00088
1965     45     0.00043
1965     46     0.00019
1965     47     0.00011
1965     48     0.00006
1965     49     0.00005
1965     50     0.00001
1965     51     0.00001
1965     52     0.00001
1965     53     0.00000
1965     54     0.00000
1965     55+    0.00000
1966     12-    0.00000
1966     13     0.00000
1966     14     0.00001
1966     15     0.00005
1966     16     0.00025
1966     17     0.00143
1966     18     0.00486
1966     19     0.01215
1966     20     0.02227
1966     21     0.04752
1966     22     0.08507
1966     23     0.11889
1966     24     0.15541
1966     25     0.16893
1966     26     0.16529
1966     27     0.14591
1966     28     0.13454
1966     29     0.11213
1966     30     0.09429
1966     31     0.07512
1966     32     0.05842
1966     33     0.04749
1966     34     0.03554
1966     35     0.02686
1966     36     0.01987
1966     37     0.01492
1966     38     0.01076
1966     39     0.00738
1966     40     0.00526
1966     41     0.00344
1966     42     0.00230
1966     43     0.00137
1966     44     0.00074
1966     45     0.00044
1966     46     0.00018
1966     47     0.00010
1966     48     0.00006
1966     49     0.00004
1966     50     0.00002
1966     51     0.00001
1966     52     0.00001
1966     53     0.00000
1966     54     0.00000
1966     55+    0.00000
1967     12-    0.00000
1967     13     0.00000
1967     14     0.00000
1967     15     0.00003
1967     16     0.00030
1967     17     0.00151
1967     18     0.00507
1967     19     0.01316
1967     20     0.02907
1967     21     0.05007
1967     22     0.10049
