location,lat,long,score
"Waffle House-Lancaster,SC",34.733166,-80.800718,2
"Waffle House-Laurens,SC",34.555598,-82.007348,5
"Waffle House-Lexington,SC",33.954913,-81.23275,7
"Waffle House-Lexington,SC",33.954913,-81.3051548,6
"Waffle House-Lexington,SC",33.978911,-81.200211,7
"Waffle House-Lexington,SC",33.998477,-81.217954,4
"Waffle House-Lexington,SC",33.9078554,-81.2264977,4
"Waffle House-Little River,SC",33.865005,-78.645608,2
"Waffle House-Lugoff,SC",34.193357,-80.6877,8
"Waffle House-Manning,SC",33.70338,-80.241834,5
"Waffle House-Mauldin,SC",34.775776,-82.317372,8
"Waffle House-Moncks Corner,SC",33.198565,-79.992254,1
"Waffle House-Mount Pleasant,SC",32.840584,-79.859499,3
"Waffle House-Murrells Inlet,SC",33.568795,-79.033095,7
"Waffle House-Myrtle Beach,SC",33.651949,-78.985528,2
"Waffle House-Myrtle Beach,SC",33.756407,-78.967203,8
"Waffle House-Myrtle Beach,SC",33.665679,-78.91783,3
"Waffle House-Myrtle Beach,SC",33.7082521,-78.9111451,1
"Waffle House-Newberry,SC",34.310102,-81.576604,3
"Waffle House-Newberry,SC",34.283198,-81.583744,6
"Waffle House-North Augusta,SC",33.537097,-81.988905,1
"Waffle House-North Augusta,SC",33.567011,-81.935667,4
"Waffle House-North Augusta,SC",33.491232,-81.971961,5
"Waffle House-North Augusta,SC",33.503936,-81.900658,8
"Waffle House-North Augusta,SC",33.561648,-81.935368,1
"Waffle House-North Charleston,SC",32.901351,-80.02801,1
"Waffle House-North Charleston,SC",32.933716,-80.052283,2
"Waffle House-North Charleston,SC",32.869395,-80.011408,2
"Waffle House-North Charleston,SC",32.887042,-80.068473,3
"Waffle House-North Charleston,SC",32.887043,-80.068474,2
"Waffle House-North Charleston,SC",32.936804,-80.045529,1
"Waffle House-North Charleston,SC",32.91785,-80.113989,1
"Waffle House-North Charleston,SC",32.974921,-80.061048,7
"Waffle House-North Myrtle Beach,SC",33.824652,-78.684449,3
"Waffle House-Orangeburg,SC",33.457179,-80.736065,1
"Waffle House-Orangeburg,SC",33.555545,-80.825685,2
"Waffle House-Pawley'S Island,SC",33.437196,-79.129938,7
"Waffle House-Piedmont,SC",34.775347,-82.460247,5
"Waffle House-Piedmont,SC",34.725654,-82.388498,1
"Waffle House-Prosperity,SC",34.240012,-81.458777,6
"Waffle House-Richburg,SC",34.74543,-81.035329,4
"Waffle House-Ridgeland,SC",32.478875,-80.975236,3
"Waffle House-Ridgeway,SC",34.307642,-81.0033446,7
"Waffle House-Rock Hill,SC",34.914167,-80.985069,2
"Waffle House-Rock Hill,SC",34.971302,-80.989925,8
"Waffle House-Rock Hill,SC",34.95227,-81.0615237,3
"Waffle House-Roebuck,SC",34.840218,-81.969079,5
"Waffle House-Santee,SC",33.4688225,-80.5406723,6
"Waffle House-Seneca,SC",34.693174,-82.976207,5
"Waffle House-Simpsonville,SC",34.71775,-82.257736,6
"Waffle House-Spartanburg,SC",34.968121,-81.929513,4
"Waffle House-Spartanburg,SC",34.992001,-81.946583,4
"Waffle House-Spartanburg,SC",34.982672,-81.970501,3
"Waffle House-Spartanburg,SC",34.922574,-81.985542,6
"Waffle House-Spartanburg,SC",34.967311,-81.893488,5
"Waffle House-Spartanburg,SC",34.936596,-81.994045,5
"Waffle House-Spartanburg,SC",34.921197,-81.887668,3
"Waffle House-Spartanburg,SC",35.020067,-81.896188,4
"Waffle House-Spartanburg,SC",34.990678,-82.022891,8
"Waffle House-Spartanburg,SC",34.935373,-82.006233,3
"Waffle House-St George,SC",33.19477,-80.60348,5
"Waffle House-Summerville,SC",32.9524,-80.163386,6
"Waffle House-Summerville,SC",33.037226,-80.153065,4
"Waffle House-Summerville,SC",32.996986,-80.181898,5
"Waffle House-Sumter,SC",33.948029,-80.374621,1
"Waffle House-Sumter,SC",33.956843,-80.389976,1
"Waffle House-Surfside Beach,SC",33.6195602,-78.9737396,5
"Waffle House-Taylors,SC",34.903857,-82.333004,7
"Waffle House-Travelers Rest,SC",34.961077,-82.436226,7
"Waffle House-Union,SC",34.7256743,-81.639067,8
"Waffle House-Walterboro,SC",32.879521,-80.713514,10
"Waffle House-Walterboro,SC",32.928325,-80.687561,7
"Waffle House-West Columbia,SC",33.953057,-81.0966,5
"Waffle House-West Columbia,SC",33.981817,-81.102978,5
"Waffle House-West Columbia,SC",34.003547,-81.108684,6
"Waffle House-West Columbia,SC",33.934802,-81.076858,6
"Waffle House-West Columbia,SC",34.008027,-81.143723,7
"Waffle House-West Columbia,SC",33.940335,-81.146017,4
"Waffle House-Yemassee,SC",32.689197,-80.849834,2
"Waffle House-York,SC",34.987875,-81.198235,5
"Waffle House-Alcoa,TN",35.79201,-83.981859,8
"Waffle House-Athens,TN",35.455159,-84.628258,8
"Waffle House-Bartlett,TN",35.205622,-89.791936,3
"Waffle House-Brentwood,TN",36.040812,-86.779779,8
"Waffle House-Caryville,TN",36.298248,-84.213036,4
"Waffle House-Chattanooga,TN",35.08414,-85.318983,7
"Waffle House-Chattanooga,TN",35.018791,-85.281964,9
"Waffle House-Chattanooga,TN",35.019257,-85.385504,6
"Waffle House-Chattanooga,TN",35.083422,-85.204048,10
"Waffle House-Chattanooga,TN",35.012873,-85.228054,8
"Waffle House-Chattanooga,TN",35.087469,-85.07135,9
"Waffle House-Chattanooga,TN",35.053899,-85.187652,10
"Waffle House-Chattanooga,TN",35.041847,-85.159039,7
"Waffle House-Chattanooga,TN",35.06118,-85.133496,9
"Waffle House-Chattanooga,TN",35.030766,-85.314869,5
"Waffle House-Clarksville,TN",36.524699,-87.22593,4
"Waffle House-Clarksville,TN",36.581393,-87.410448,7
"Waffle House-Clarksville,TN",36.594686,-87.287985,7
"Waffle House-Clarksville,TN",36.637951,-87.436296,2
"Waffle House-Clarksville,TN",36.538752,-87.366741,3
"Waffle House-Cleveland,TN",35.212598,-84.86896,7
"Waffle House-Cleveland,TN",35.19117,-84.88518,7
"Waffle House-Columbia,TN",35.636832,-87.016695,6
"Waffle House-Columbia,TN",35.642918,-86.895001,7
"Waffle House-Columbia,TN",35.596521,-87.057305,3
"Waffle House-Cookeville,TN",36.138982,-85.527871,5
"Waffle House-Cookeville,TN",36.133246,-85.503708,7
"Waffle House-Cordova,TN",35.188137,-89.791251,2
"Waffle House-Crossville,TN",35.998286,-85.044451,6
"Waffle House-Dandridge,TN",36.036737,-83.435631,7
"Waffle House-Decherd,TN",35.205143,-86.093755,8
"Waffle House-Dickson,TN",36.022681,-87.339616,1
"Waffle House-Dickson,TN",36.077785,-87.376215,8
"Waffle House-East Ridge,TN",34.989437,-85.207851,5
"Waffle House-Elizabethton,TN",36.34446,-82.2486,7
"Waffle House-Franklin,TN",35.915081,-86.827995,4
"Waffle House-Gallatin,TN",36.382242,-86.460745,8
"Waffle House-Germantown,TN",35.114848,-89.801635,8
"Waffle House-Goodlettsville,TN",36.305271,-86.701607,5
"Waffle House-Goodlettsville,TN",36.324434,-86.701253,6
"Waffle House-Goodlettsville,TN",36.350729,-86.71545,8
"Waffle House-Gordonsville,TN",36.182544,-85.948461,1
"Waffle House-Greeneville,TN",36.179522,-82.775847,8
"Waffle House-Hendersonville,NC",36.3095328,-86.6018832,6
"Waffle House-Hendersonville,TN",36.306954,-86.654972,2
"Waffle House-Hermitage,TN",36.172444,-86.601861,7
"Waffle House-Hixson,TN",35.141191,-85.248606,8
"Waffle House-Hixson,TN",35.186023,-85.24654,3
"Waffle House-Jackson,TN",35.563586,-88.814226,6
"Waffle House-Jackson,TN",35.666909,-88.829188,1
"Waffle House-Jackson,TN",35.660493,-88.855218,3
"Waffle House-Johnson City,TN",36.374484,-82.427722,7
"Waffle House-Johnson City,TN",36.313152,-82.388156,7
"Waffle House-Johnson City,TN",36.4132082,-82.3313197,2
"Waffle House-Kimball,TN",35.043277,-85.686057,10
"Waffle House-Kingsport,TN",36.547199,-82.516807,6
"Waffle House-Kingsport,TN",36.552901,-82.620078,8
"Waffle House-Knoxville,TN",36.0059776,-84.0192566,1
"Waffle House-Knoxville,TN",36.011975,-83.969673,8
"Waffle House-Knoxville,TN",35.922932,-84.093365,7
"Waffle House-Knoxville,TN",35.907753,-84.147299,7
"Waffle House-Knoxville,TN",36.009521,-83.84382,5
"Waffle House-Knoxville,TN",35.93842,-84.007545,3
"Waffle House-Knoxville,TN",36.078768,-83.926663,3
"Waffle House-Knoxville,TN",35.909916,-83.85206,5
"Waffle House-Knoxville,TN",36.005835,-83.772467,8
"Waffle House-La Vergne,TN",35.998523,-86.596782,7
"Waffle House-Lakeland,TN",35.22481,-89.737529,1
"Waffle House-Lebanon,TN",36.189314,-86.409692,1
"Waffle House-Lebanon,TN",36.18453,-86.298011,3
"Waffle House-Lenoir City,TN",35.827618,-84.278264,7
"Waffle House-Manchester,TN",35.496306,-86.087276,2
"Waffle House-Manchester,TN",35.459553,-86.054421,1
"Waffle House-Mcminnville,TN",35.699034,-85.780437,3
"Waffle House-Memphis,TN",35.167494,-89.863638,2
"Waffle House-Memphis,TN",35.074719,-89.919942,2
"Waffle House-Monteagle,TN",35.240016,-85.848546,2
"Waffle House-Morristown,TN",36.221436,-83.264707,4
"Waffle House-Morristown,TN",36.196787,-83.34706,6
"Waffle House-Mount Juliet,TN",36.16832,-86.514008,6
"Waffle House-Murfreesboro,TN",35.848198,-86.431176,2
"Waffle House-Murfreesboro,TN",35.845618,-86.442233,3
"Waffle House-Murfreesboro,TN",35.807285,-86.397399,1
"Waffle House-Nashville,TN",36.0456,-86.711167,2
"Waffle House-Nashville,TN",36.153454,-86.685368,4
"Waffle House-Nashville,TN",36.206687,-86.778948,6
"Waffle House-Nashville,TN",36.169411,-86.673454,6
"Waffle House-Nashville,TN",36.2158,-86.688979,8
"Waffle House-Nashville,TN",36.1922493,-86.8297882,1
"Waffle House-Nashville,TN",36.086979,-86.693352,3
"Waffle House-Nashville,TN",36.235526,-86.758243,8
"Waffle House-Nashville,TN",36.0837288,-86.7280426,7
"Waffle House-Nashville,TN",36.151208,-86.857534,4
"Waffle House-Nashville,TN",36.084661,-86.761741,2
"Waffle House-Nashville,TN",36.144735,-86.666762,5
"Waffle House-Nashville,TN",36.129958,-86.901422,7
"Waffle House-Nashville,TN",36.15417,-86.62569,5
"Waffle House-Nashville,TN",36.080209,-86.954508,4
"Waffle House-Nashville,TN",36.135337,-86.724304,4
"Waffle House-Newport,TN",35.945751,-83.205722,7
"Waffle House-Oak Ridge,TN",36.006363,-84.254307,1
"Waffle House-Pigeon Forge,TN",35.7801437,-83.5637131,5
"Waffle House-Powell,TN",36.046916,-84.003381,4
"Waffle House-Sevierville,TN",35.8725795,-83.5685684,3
"Waffle House-Seymour,TN",35.879581,-83.777081,4
"Waffle House-Shelbyville,TN",35.491202,-86.458789,2
"Waffle House-Smyrna,TN",35.984067,-86.555594,4
"Waffle House-Smyrna,TN",35.973844,-86.492669,6
"Waffle House-Spring Hill,TN",35.77102,-86.91639,8
"Waffle House-Springfield,TN",36.494,-86.8775,8
"Waffle House-Tullahoma,TN",35.384701,-86.232145,6
"Waffle House-White House,TN",36.469005,-86.677556,8
"Waffle House-Alvarado,TX",32.41626,-97.223727,8
"Waffle House-Amarillo,TX",35.190673,-101.884029,5
"Waffle House-Amarillo,TX",35.189724,-101.920373,6
"Waffle House-Amarillo,TX",35.163839,-101.869284,4
"Waffle House-Amarillo,TX",35.116754,-101.906766,7
"Waffle House-Arlington,TX",32.764941,-97.097111,4
"Waffle House-Arlington,TX",32.707003,-97.117001,3
"Waffle House-Arlington,TX",32.670745,-97.202147,3
"Waffle House-Austin,TX",30.211975,-97.712534,4
"Waffle House-Austin,TX",30.328808,-97.657748,6
"Waffle House-Baytown,TX",29.805267,-94.981841,8
"Waffle House-Beaumont,TX",30.096495,-94.13113,7
"Waffle House-Beaumont,TX",30.040032,-94.1545,1
"Waffle House-Beaumont,TX",30.068118,-94.136507,5
"Waffle House-Beaumont,TX",30.13339,-94.170222,3
"Waffle House-Bedford,TX",32.86662,-97.109411,3
"Waffle House-Benbrook,TX",32.682136,-97.461369,6
"Waffle House-Burleson,TX",32.5262566,-97.3060608,5
"Waffle House-Burleson,TX",32.543955,-97.313968,5
"Waffle House-Carrollton,TX",33.023452,-96.936862,2
"Waffle House-Conroe,TX",30.365494,-95.479346,4
"Waffle House-Conroe,TX",30.279215,-95.460298,6
"Waffle House-Corsicana,TX",32.078243,-96.44817,1
"Waffle House-Dallas,TX",32.861603,-96.891033,7
"Waffle House-Deer Park,TX",29.664129,-95.124359,7
"Waffle House-Denton,TX",33.231403,-97.175327,2
"Waffle House-Desoto,TX",32.619218,-96.823497,8
"Waffle House-Dickinson,TX",29.4285536,-95.0922026,1
"Waffle House-Duncanville,TX",32.640015,-96.891251,3
"Waffle House-Ennis,TX",32.333664,-96.617077,7
"Waffle House-Euless,TX",32.837162,-97.085458,8
"Waffle House-Farmers Branch,TX",32.950471,-96.855802,7
"Waffle House-Farmers Branch,TX",32.938532,-96.901211,1
"Waffle House-Fort Worth,TX",32.760264,-97.261758,8
"Waffle House-Fort Worth,TX",32.777763,-97.213142,8
"Waffle House-Fort Worth,TX",32.860985,-97.31651,5
"Waffle House-Fort Worth,TX",32.835784,-97.290617,5
"Waffle House-Fort Worth,TX",32.64502,-97.335893,8
"Waffle House-Fort Worth,TX",32.760898,-97.480303,7
"Waffle House-Galveston,TX",29.269298,-94.827887,6
"Waffle House-Garland,TX",32.87818,-96.683157,9
"Waffle House-Garland,TX",32.937142,-96.633207,6
"Waffle House-Grand Prairie,TX",32.677673,-97.045422,8
"Waffle House-Grand Prairie,TX",32.801562,-97.054064,4
"Waffle House-Grand Prairie,TX",32.674432,-96.98515,1
"Waffle House-Grapevine,TX",32.92504,-97.08691,8
"Waffle House-Houston,TX",29.627543,-95.235704,4
"Waffle House-Houston,TX",29.786025,-95.645049,7
"Waffle House-Houston,TX",29.736808,-95.574708,2
"Waffle House-Houston,TX",29.8105625,-95.1564798,7
"Waffle House-Houston,TX",29.652932,-95.249888,7
"Waffle House-Houston,TX",29.878846,-95.676899,1
"Waffle House-Houston,TX",30.023097,-95.422701,8
"Waffle House-Houston,TX",29.9384,-95.385836,5
"Waffle House-Houston,TX",29.685977,-95.643661,5
"Waffle House-Hudson Oaks,TX",32.756938,-97.712178,8
"Waffle House-Humble,TX",29.982752,-95.281207,5
"Waffle House-Irving,TX",32.80335,-96.916306,5
"Waffle House-Irving,TX",32.835742,-96.95,4
"Waffle House-Irving,TX",32.857136,-97.010945,4
"Waffle House-Katy,TX",29.79545,-95.719009,3
"Waffle House-Katy,TX",29.8615319,-95.7196357,4
"Waffle House-La Marque,TX",29.400578,-95.035694,2
"Waffle House-Lake Worth,TX",32.809862,-97.421525,1
"Waffle House-Lancaster,TX",32.604659,-96.822415,2
"Waffle House-Laporte,TX",29.651831,-95.03464,4
"Waffle House-League City,TX",29.502558,-95.116181,1
"Waffle House-Lewisville,TX",33.028923,-96.992386,3
"Waffle House-Longview,TX",32.448658,-94.72319,8
"Waffle House-Longview,TX",32.54206,-94.737841,2
"Waffle House-Mansfield,TX",32.599556,-97.145938,2
"Waffle House-Marshall,TX",32.550693,-94.378286,10
"Waffle House-Mckinney,TX",33.13713,-96.652999,2
"Waffle House-Mesquite,TX",32.765001,-96.575329,3
"Waffle House-Mesquite,TX",32.78958,-96.595867,3
"Waffle House-Mesquite,TX",32.837215,-96.629824,8
"Waffle House-Mont Belvieu,TX",29.82158,-94.899227,7
"Waffle House-N Richland Hls,TX",32.831644,-97.217535,2
"Waffle House-Orange,TX",30.119706,-93.821034,4
"Waffle House-Orange,TX",30.122158,-93.761818,8
"Waffle House-Pasadena,TX",29.649558,-95.166871,5
"Waffle House-Pasadena,TX",29.664129,-95.124359,7
"Waffle House-Pearland,TX",29.559325,-95.333425,6
"Waffle House-Plano,TX",33.056956,-96.688009,1
"Waffle House-Plano,TX",33.005711,-96.682465,2
"Waffle House-Port Arthur,TX",29.93846,-93.98119,5
"Waffle House-Port Arthur,TX",29.936109,-93.933856,4
"Waffle House-Richardson,TX",32.940159,-96.739518,4
"Waffle House-Roanoke,TX",33.014438,-97.229526,4
"Waffle House-Rockwall,TX",32.899065,-96.469037,7
"Waffle House-Rosenberg,TX",29.531787,-95.804319,4
"Waffle House-Saginaw,TX",32.844533,-97.343086,3
"Waffle House-Seabrook,TX",29.580049,-95.026921,5
"Waffle House-Stafford,TX",29.642054,-95.573014,8
"Waffle House-Terrell,TX",32.704477,-96.276566,8
"Waffle House-Terrell,TX",32.737229,-96.307003,4
"Waffle House-Texarkana,TX",33.468588,-94.068189,8
"Waffle House-Texarkana,TX",33.474676,-94.043147,4
"Waffle House-Vidor,TX",30.132229,-94.015187,7
"Waffle House-Waxahachie,TX",32.420703,-96.841073,8
"Waffle House-Weatherford,TX",32.727847,-97.788558,4
"Waffle House-Webster,TX",29.531334,-95.126833,5
"Waffle House-White Settlement,TX",32.73857,-97.467159,5
"Waffle House-Winnie,TX",29.83171,-94.384034,1
"Waffle House-Ashland,VA",37.758388,-77.465651,5
"Waffle House-Blacksburg,VA",37.233201,-80.418062,2
"Waffle House-Charlottesville,VA",38.011553,-78.503243,5
"Waffle House-Charlottesville,VA",38.074217,-78.481467,1
"Waffle House-Chesapeake,VA",36.767204,-76.252245,3
"Waffle House-Chesapeake,VA",36.7144699,-76.1883985,2
"Waffle House-Chesapeake,VA",36.864883,-76.408838,3
"Waffle House-Chesapeake,VA",36.817109,-76.441171,1
"Waffle House-Chester,VA",37.362035,-77.498164,8
"Waffle House-Chester,VA",37.38516,-77.45352,3
"Waffle House-Christiansburg,VA",37.1489,-80.415749,6
"Waffle House-Colonial Heights,VA",37.2712,-77.400119,7
"Waffle House-Dublin,VA",37.082822,-80.690329,6
"Waffle House-Dumfries,VA",38.581287,-77.32448,4
"Waffle House-Fredericksburg,VA",38.245636,-77.499005,7
"Waffle House-Fredericksburg,VA",38.345472,-77.498751,7
"Waffle House-Glen Allen,VA",37.638103,-77.459549,6
"Waffle House-Hampton,VA",37.041202,-76.390262,1
"Waffle House-Harrisonburg,VA",38.433752,-78.845749,5
"Waffle House-Hopewell,VA",37.262646,-77.325246,3
"Waffle House-Lexington,VA",37.802729,-79.41183,7
"Waffle House-Lynchburg,VA",37.37694,-79.185328,1
"Waffle House-Mechanicsville,VA",37.6103,-77.355513,8
"Waffle House-Midlothian,VA",37.43921,-77.593578,5
"Waffle House-Newport News,VA",37.113545,-76.500962,8
"Waffle House-Newport News,VA",37.044735,-76.459175,6
"Waffle House-Newport News,VA",37.140556,-76.518775,6
"Waffle House-Newport News,VA",37.096626,-76.458935,8
"Waffle House-Norfolk,VA",36.855685,-76.207546,7
"Waffle House-North Chesterfield,VA",37.471721,-77.526466,3
"Waffle House-North Chesterfield,VA",37.499386,-77.534395,8
"Waffle House-Petersburg,VA",37.195245,-77.468591,2
"Waffle House-Richmond,VA",37.553006,-77.454299,6
"Waffle House-Richmond,VA",37.401733,-77.422706,8
"Waffle House-Richmond,VA",37.517619,-77.344316,7
"Waffle House-Richmond,VA",37.610945,-77.519675,4
"Waffle House-Richmond,VA",37.470908,-77.528366,7
"Waffle House-Roanoke,VA",37.23566,-79.969926,6
"Waffle House-Roanoke,VA",37.3261242,-79.9913471,2
"Waffle House-Roanoke,VA",37.327174,-79.992217,6
"Waffle House-Ruther Glen,VA",37.935184,-77.474388,7
"Waffle House-Sandston,VA",37.518066,-77.339776,7
"Waffle House-Staunton,VA",38.133901,-79.042422,6
"Waffle House-Stephens City,VA",39.080816,-78.2136,4
"Waffle House-Virginia Beach,VA",36.804371,-76.189016,4
"Waffle House-Virginia Beach,VA",36.881254,-76.18648,4
"Waffle House-Waynesboro,VA",38.064635,-78.937771,1
"Waffle House-Winchester,VA",39.186852,-78.13091,2
"Waffle House-Winchester,VA",39.165409,-78.165002,7
"Waffle House-Wytheville,VA",36.947852,-81.057175,6
"Waffle House-Huntington,WV",38.412195,-82.364098,2
"Waffle House-Inwood,WV",39.362366,-78.043392,6
"Waffle House-Martinsburg,WV",39.445517,-77.986999,4
"Waffle House-Martinsburg,WV",39.486633,-77.957717,2
