,CHSI_County_Name,Strata_ID_Number,CHSI_State_Name,Population_Density,Min_Population_Density,Max_Population_Density,Population_gap
2018,Mountrail,85,North Dakota,4,1,4,3
1713,Morrill,85,Nebraska,4,1,4,3
1631,Phillips,85,Montana,1,1,4,3
1797,Colfax,85,New Mexico,4,1,4,3
2390,Harding,85,South Dakota,0,1,4,3
2368,Butte,85,South Dakota,4,1,4,3
1623,McCone,85,Montana,1,1,4,3
1647,Treasure,85,Montana,1,1,4,3
2642,Jeff Davis,85,Texas,1,1,4,3
1645,Teton,85,Montana,3,1,4,3
2727,Schleicher,85,Texas,2,1,4,3
2729,Shackelford,85,Texas,3,1,4,3
1804,Harding,85,New Mexico,0,1,4,3
1732,Sheridan,85,Nebraska,2,1,4,3
1726,Rock,85,Nebraska,2,1,4,3
1646,Toole,85,Montana,3,1,4,3
2141,Cimarron,85,Oklahoma,2,1,4,3
2790,Piute,85,Utah,2,1,4,3
1599,Broadwater,85,Montana,4,1,4,3
236,Trinity,85,California,4,1,4,3
1667,Cherry,85,Nebraska,1,1,4,3
578,Lemhi,85,Idaho,2,1,4,3
2000,Dunn,85,North Dakota,2,1,4,3
2762,Wheeler,85,Texas,5,1,4,3
208,Modoc,85,California,2,1,4,3
87,Skagway-Hoonah-Angoon,80,Alaska,0,0,5,5
2375,Custer,80,South Dakota,5,0,5,5
85,Prince of Wales-Outer Ketchikan,80,Alaska,1,0,5,5
917,Gove,79,Kansas,3,1,5,4
2700,Oldham,80,Texas,1,0,5,5
88,Southeast Fairbanks,80,Alaska,0,0,5,5
930,Jewell,81,Kansas,4,2,5,3
923,Hamilton,81,Kansas,3,2,5,3
2693,Motley,87,Texas,1,1,5,4
927,Hodgeman,79,Kansas,2,1,5,4
2656,Kinney,87,Texas,2,1,5,4
2706,Pecos,86,Texas,3,1,5,4
918,Graham,81,Kansas,3,2,5,3
2712,Reagan,80,Texas,3,0,5,5
560,Butte,80,Idaho,1,0,5,5
2973,Lincoln,81,Washington,4,2,5,3
2981,Skamania,80,Washington,6,0,5,5
3121,Carbon,80,Wyoming,2,0,5,5
3122,Converse,80,Wyoming,3,0,5,5
566,Clearwater,80,Idaho,3,0,5,5
2958,Columbia,84,Washington,5,1,5,4
3125,Goshen,84,Wyoming,6,1,5,4
3127,Johnson,81,Wyoming,2,2,5,3
3131,Niobrara,84,Wyoming,1,1,5,4
3133,Platte,81,Wyoming,4,2,5,3
932,Kearny,80,Kansas,5,0,5,5
556,Boise,80,Idaho,4,0,5,5
550,Adams,80,Idaho,3,0,5,5
2963,Garfield,79,Washington,3,1,5,4
2654,Kimble,87,Texas,4,1,5,4
67,Aleutians East,80,Alaska,0,0,5,5
910,Elk,87,Kansas,5,1,5,4
300,Sedgwick,81,Colorado,5,2,5,3
1604,Custer,84,Montana,3,1,5,4
297,Saguache,86,Colorado,2,1,5,4
1601,Carter,84,Montana,0,1,5,4
1600,Carbon,84,Montana,5,1,5,4
1749,Esmeralda,80,Nevada,0,0,5,5
1598,Blaine,86,Montana,2,1,5,4
290,Phillips,81,Colorado,7,2,5,3
1755,Mineral,80,Nevada,1,0,5,5
2374,Corson,86,South Dakota,2,1,5,4
1606,Dawson,84,Montana,4,1,5,4
2377,Day,84,South Dakota,6,1,5,4
2687,Mills,87,Texas,7,1,5,4
2638,Irion,80,Texas,2,0,5,5
2684,Menard,87,Texas,2,1,5,4
2679,Martin,86,Texas,5,1,5,4
2676,McMullen,84,Texas,1,1,5,4
591,Valley,80,Idaho,2,0,5,5
3126,Hot Springs,81,Wyoming,2,2,5,3
894,Chase,84,Kansas,4,1,5,4
70,Bethel,86,Alaska,0,1,5,4
897,Cheyenne,81,Kansas,3,2,5,3
898,Clark,79,Kansas,2,1,5,4
902,Comanche,81,Kansas,2,2,5,3
75,Haines,80,Alaska,1,0,5,5
905,Decatur,81,Kansas,4,2,5,3
2662,La Salle,86,Texas,4,1,5,4
909,Edwards,81,Kansas,5,2,5,3
2680,Mason,87,Texas,4,1,5,4
2635,Hudspeth,86,Texas,1,1,5,4
2781,Duchesne,86,Utah,5,1,5,4
2793,San Juan,86,Utah,2,1,5,4
950,Morton,80,Kansas,4,0,5,5
953,Ness,79,Kansas,3,1,5,4
2416,Spink,84,South Dakota,5,1,5,4
2415,Shannon,86,South Dakota,7,1,5,4
2414,Sanborn,81,South Dakota,4,2,5,3
936,Lane,79,Kansas,3,1,5,4
956,Osborne,81,Kansas,5,2,5,3
2412,Potter,81,South Dakota,3,2,5,3
2411,Perkins,84,South Dakota,1,1,5,4
2407,Miner,84,South Dakota,5,1,5,4
2406,Mellette,86,South Dakota,2,1,5,4
962,Rawlins,81,Kansas,2,2,5,3
2425,Ziebach,86,South Dakota,1,1,5,4
2526,Armstrong,79,Texas,2,1,5,4
2393,Hyde,84,South Dakota,2,1,5,4
2596,Fisher,87,Texas,5,1,5,4
2583,Dickens,87,Texas,3,1,5,4
2589,Edwards,86,Texas,1,1,5,4
2383,Faulk,81,South Dakota,2,2,5,3
2598,Foard,87,Texas,2,1,5,4
2388,Hand,84,South Dakota,2,1,5,4
2381,Edmunds,81,South Dakota,4,2,5,3
2382,Fall River,84,South Dakota,4,1,5,4
938,Lincoln,81,Kansas,5,2,5,3
2575,Culberson,86,Texas,1,1,5,4
2616,Hall,87,Texas,4,1,5,4
2379,Dewey,86,South Dakota,3,1,5,4
2585,Donley,87,Texas,4,1,5,4
2396,Jones,81,South Dakota,1,2,5,3
2862,Highland,81,Virginia,6,2,5,3
2573,Crockett,86,Texas,1,1,5,4
2532,Baylor,87,Texas,4,1,5,4
2713,Real,87,Texas,4,1,5,4
2715,Reeves,86,Texas,4,1,5,4
588,Shoshone,87,Idaho,5,1,5,4
2726,San Saba,87,Texas,5,1,5,4
2731,Sherman,80,Texas,3,0,5,5
585,Owyhee,86,Idaho,1,1,5,4
567,Custer,80,Idaho,1,0,5,5
2736,Sterling,80,Texas,1,0,5,5
2744,Throckmorton,84,Texas,2,1,5,4
1743,Wheeler,79,Nebraska,1,1,5,4
2782,Emery,80,Utah,2,0,5,5
573,Idaho,84,Idaho,2,1,5,4
2788,Millard,80,Utah,2,0,5,5
2403,McPherson,84,South Dakota,2,1,5,4
2791,Rich,80,Utah,2,0,5,5
934,Kiowa,81,Kansas,4,2,5,3
83,North Slope,80,Alaska,0,0,5,5
2618,Hansford,80,Texas,6,0,5,5
2394,Jackson,86,South Dakota,2,1,5,4
2571,Cottle,87,Texas,2,1,5,4
2568,Concho,87,Texas,4,1,5,4
2395,Jerauld,81,South Dakota,4,2,5,3
2404,Marshall,81,South Dakota,5,2,5,3
2561,Coke,84,Texas,4,1,5,4
2560,Cochran,86,Texas,4,1,5,4
2401,Lyman,86,South Dakota,2,1,5,4
2542,Brewster,86,Texas,1,1,5,4
945,Meade,79,Kansas,5,1,5,4
2737,Stonewall,84,Texas,1,1,5,4
303,Washington,81,Colorado,2,2,5,3
921,Greeley,79,Kansas,2,1,5,4
1719,Perkins,79,Nebraska,3,1,5,4
2204,Woods,84,Oklahoma,7,1,5,4
2206,Baker,84,Oregon,5,1,5,4
2216,Gilliam,79,Oregon,1,1,5,4
2217,Grant,80,Oregon,2,0,5,5
968,Rush,81,Kansas,5,2,5,3
2237,Wallowa,84,Oregon,2,1,5,4
2240,Wheeler,81,Oregon,1,2,5,3
2362,Bennett,86,South Dakota,3,1,5,4
2367,Buffalo,86,South Dakota,4,1,5,4
2369,Campbell,84,South Dakota,2,1,5,4
2150,Dewey,84,Oklahoma,5,1,5,4
2009,Kidder,84,North Dakota,2,1,5,4
983,Trego,81,Kansas,3,2,5,3
977,Smith,81,Kansas,5,2,5,3
2132,Beaver,79,Oklahoma,3,1,5,4
2012,McHenry,84,North Dakota,3,1,5,4
2013,McIntosh,84,North Dakota,3,1,5,4
1327,Cook,79,Minnesota,4,1,5,4
2019,Nelson,81,North Dakota,3,2,5,3
2020,Oliver,80,North Dakota,3,0,5,5
2022,Pierce,81,North Dakota,4,2,5,3
2025,Renville,79,North Dakota,3,1,5,4
2028,Sargent,79,North Dakota,5,1,5,4
2029,Sheridan,84,North Dakota,1,1,5,4
2030,Sioux,86,North Dakota,4,1,5,4
2031,Slope,80,North Dakota,1,0,5,5
2033,Steele,79,North Dakota,3,1,5,4
2035,Towner,81,North Dakota,2,2,5,3
2011,Logan,84,North Dakota,2,1,5,4
978,Stafford,81,Kansas,6,2,5,3
2158,Harper,81,Oklahoma,3,2,5,3
2155,Grant,84,Oklahoma,5,1,5,4
245,Archuleta,80,Colorado,9,0,5,5
1988,Adams,81,North Dakota,2,2,5,3
1991,Billings,80,North Dakota,1,0,5,5
256,Custer,80,Colorado,5,0,5,5
255,Crowley,87,Colorado,7,1,5,4
1734,Sioux,81,Nebraska,1,2,5,3
2006,Grant,87,North Dakota,2,1,5,4
1185,Piscataquis,84,Maine,4,1,5,4
2002,Emmons,84,North Dakota,3,1,5,4
2001,Eddy,81,North Dakota,4,2,5,3
229,Sierra,79,California,4,1,5,4
1820,Sierra,87,New Mexico,3,1,5,4
251,Cheyenne,79,Colorado,1,1,5,4
1821,Socorro,86,New Mexico,3,1,5,4
1999,Divide,81,North Dakota,2,2,5,3
1270,Keweenaw,81,Michigan,4,2,5,3
1992,Bottineau,81,North Dakota,4,2,5,3
1998,Dickey,84,North Dakota,5,1,5,4
1823,Torrance,86,New Mexico,5,1,5,4
1997,Cavalier,81,North Dakota,3,2,5,3
1994,Burke,81,North Dakota,2,2,5,3
1993,Bowman,81,North Dakota,3,2,5,3
246,Baca,84,Colorado,2,1,5,4
1846,Hamilton,79,New York,3,1,5,4
2008,Hettinger,84,North Dakota,2,1,5,4
1294,Ontonagon,81,Michigan,6,2,5,3
2003,Foster,81,North Dakota,6,2,5,3
2010,LaMoure,81,North Dakota,4,2,5,3
2151,Ellis,84,Oklahoma,3,1,5,4
2039,Wells,81,North Dakota,4,2,5,3
197,Inyo,81,California,2,2,5,3
2007,Griggs,81,North Dakota,4,2,5,3
270,Huerfano,87,Colorado,5,1,5,4
1634,Powell,86,Montana,3,1,5,4
1635,Prairie,84,Montana,1,1,5,4
1689,Grant,79,Nebraska,1,1,5,4
1694,Hayes,79,Nebraska,1,1,5,4
1697,Hooker,84,Nebraska,1,1,5,4
1703,Keya Paha,84,Nebraska,1,1,5,4
282,Mineral,79,Colorado,1,1,5,4
1757,Pershing,80,Nevada,1,0,5,5
1760,White Pine,80,Nevada,1,0,5,5
279,Lincoln,84,Colorado,2,1,5,4
278,Las Animas,87,Colorado,3,1,5,4
1794,Catron,87,New Mexico,0,1,5,4
273,Kiowa,79,Colorado,1,1,5,4
1633,Powder River,84,Montana,1,1,5,4
1799,De Baca,87,New Mexico,1,1,5,4
2371,Clark,84,South Dakota,4,1,5,4
1350,Lake of the Woods,79,Minnesota,3,1,5,4
268,Gunnison,80,Colorado,4,0,5,5
1803,Guadalupe,86,New Mexico,1,1,5,4
1805,Hidalgo,86,New Mexico,1,1,5,4
283,Moffat,80,Colorado,3,0,5,5
1347,Koochiching,81,Minnesota,4,2,5,3
1426,Issaquena,86,Mississippi,5,1,5,4
1597,Big Horn,86,Montana,3,1,5,4
1704,Kimball,79,Nebraska,4,1,5,4
1708,Logan,79,Nebraska,1,1,5,4
1709,Loup,79,Nebraska,1,1,5,4
1346,Kittson,81,Minnesota,4,2,5,3
271,Jackson,80,Colorado,1,0,5,5
1629,Park,84,Montana,6,1,5,4
1349,Lake,79,Minnesota,5,1,5,4
1626,Mineral,86,Montana,3,1,5,4
1807,Lincoln,87,New Mexico,4,1,5,4
1628,Musselshell,87,Montana,2,1,5,4
1644,Sweet Grass,81,Montana,2,2,5,3
1648,Valley,84,Montana,1,1,5,4
1649,Wheatland,87,Montana,1,1,5,4
1650,Wibaux,87,Montana,1,1,5,4
1654,Arthur,81,Nebraska,1,2,5,3
1643,Stillwater,81,Montana,5,2,5,3
1659,Boyd,81,Nebraska,4,2,5,3
1674,Dawes,84,Nebraska,6,1,5,4
1676,Deuel,79,Nebraska,5,1,5,4
1680,Dundy,79,Nebraska,2,1,5,4
1686,Garden,79,Nebraska,1,1,5,4
1687,Garfield,84,Nebraska,3,1,5,4
1655,Banner,80,Nebraska,1,0,5,5
1660,Brown,84,Nebraska,3,1,5,4
1688,Gosper,79,Nebraska,4,1,5,4
1625,Meagher,87,Montana,1,1,5,4
1618,Judith Basin,84,Montana,1,1,5,4
1605,Daniels,81,Montana,1,2,5,3
1616,Hill,86,Montana,6,1,5,4
1624,Madison,84,Montana,2,1,5,4
1614,Golden Valley,87,Montana,1,1,5,4
1615,Granite,87,Montana,2,1,5,4
1613,Glacier,86,Montana,5,1,5,4
1609,Fergus,84,Montana,3,1,5,4
1638,Roosevelt,86,Montana,4,1,5,4
1639,Rosebud,86,Montana,2,1,5,4
1641,Sheridan,81,Montana,2,2,5,3
80,Lake and Peninsula,83,Alaska,0,0,6,6
1990,Benson,88,North Dakota,5,1,6,5
2572,Crane,83,Texas,5,0,6,6
2607,Glasscock,83,Texas,1,0,6,6
2644,Jim Hogg,88,Texas,4,1,6,5
2651,Kenedy,83,Texas,0,0,6,6
253,Conejos,88,Colorado,7,1,6,5
2652,Kent,82,Texas,1,1,6,5
254,Costilla,88,Colorado,3,1,6,5
2605,Garza,88,Texas,6,1,6,5
100,La Paz,88,Arizona,4,1,6,5
247,Bent,88,Colorado,4,1,6,5
2658,Knox,88,Texas,4,1,6,5
82,Nome,83,Alaska,0,0,6,6
93,Yukon-Koyukuk,83,Alaska,0,0,6,6
2564,Collingsworth,88,Texas,3,1,6,5
259,Dolores,82,Colorado,2,1,6,5
1813,Quay,88,New Mexico,3,1,6,5
1824,Union,88,New Mexico,1,1,6,5
587,Power,83,Idaho,6,0,6,6
2543,Briscoe,88,Texas,2,1,6,5
985,Wallace,82,Kansas,2,1,6,5
976,Sherman,82,Kansas,6,1,6,5
1811,Mora,88,New Mexico,3,1,6,5
889,Barber,82,Kansas,4,1,6,5
1356,Marshall,82,Minnesota,6,1,6,5
2014,McKenzie,83,North Dakota,2,0,6,6
2668,Lipscomb,82,Texas,3,1,6,5
2015,McLean,82,North Dakota,4,1,6,5
73,Dillingham,83,Alaska,0,0,6,6
1753,Lincoln,82,Nevada,0,1,6,5
1710,McPherson,88,Nebraska,1,1,6,5
3139,Washakie,82,Wyoming,4,1,6,5
434,Echols,83,Georgia,11,0,6,6
987,Wichita,82,Kansas,3,1,6,5
274,Kit Carson,82,Colorado,4,1,6,5
2420,Tripp,88,South Dakota,4,1,6,5
1603,Chouteau,82,Montana,1,1,6,5
298,San Juan,83,Colorado,1,0,6,6
1737,Thomas,83,Nebraska,1,0,6,6
2709,Presidio,88,Texas,2,1,6,5
1733,Sherman,82,Nebraska,5,1,6,5
1596,Beaverhead,83,Montana,2,0,6,6
90,Wade Hampton,88,Alaska,0,1,6,5
185,Alpine,83,California,2,0,6,6
2576,Dallam,83,Texas,4,0,6,6
1640,Sanders,88,Montana,4,1,6,5
2961,Ferry,83,Washington,3,0,6,6
1666,Chase,82,Nebraska,4,1,6,5
2385,Gregory,88,South Dakota,4,1,6,5
1621,Liberty,82,Montana,1,1,6,5
2751,Upton,83,Texas,2,0,6,6
967,Rooks,82,Kansas,6,1,6,5
1612,Garfield,82,Montana,0,1,6,5
1690,Greeley,82,Nebraska,4,1,6,5
2738,Sutton,83,Texas,3,0,6,6
584,Oneida,82,Idaho,4,1,6,5
2004,Golden Valley,82,North Dakota,2,1,6,5
1683,Frontier,82,Nebraska,3,1,6,5
1637,Richland,83,Montana,4,0,6,6
1622,Lincoln,83,Montana,5,0,6,6
2360,Aurora,82,South Dakota,4,1,6,5
1672,Custer,82,Nebraska,4,1,6,5
2775,Beaver,82,Utah,2,1,6,5
580,Lincoln,83,Idaho,4,0,6,6
2218,Harney,83,Oregon,1,0,6,6
2224,Lake,83,Oregon,1,0,6,6
2742,Terrell,88,Texas,0,1,6,5
3119,Big Horn,82,Wyoming,4,1,6,5
2212,Crook,82,Oregon,7,1,6,5
940,Logan,82,Kansas,3,1,6,5
84,Northwest Arctic,83,Alaska,0,0,6,6
1696,Holt,82,Nebraska,4,1,6,5
305,Yuma,82,Colorado,4,1,6,5
1695,Hitchcock,82,Nebraska,4,1,6,5
2386,Haakon,82,South Dakota,1,1,6,5
2193,Roger Mills,88,Oklahoma,3,1,6,5
2783,Garfield,83,Utah,1,0,6,6
2157,Harmon,88,Oklahoma,6,1,6,5
2784,Grand,83,Utah,2,0,6,6
2233,Sherman,82,Oregon,2,1,6,5
2787,Kane,83,Utah,2,0,6,6
1630,Petroleum,83,Montana,0,0,6,6
1608,Fallon,82,Montana,2,1,6,5
975,Sheridan,82,Kansas,3,1,6,5
570,Fremont,83,Idaho,7,0,6,6
1632,Pondera,88,Montana,4,1,6,5
1656,Blaine,82,Nebraska,1,1,6,5
2802,Wayne,82,Utah,1,1,6,5
2786,Juab,78,Utah,3,0,7,7
3135,Sublette,78,Wyoming,1,0,7,7
3136,Sweetwater,77,Wyoming,4,3,7,4
1752,Lander,78,Nevada,1,0,7,7
3137,Teton,78,Wyoming,5,0,7,7
1796,Cibola,77,New Mexico,6,3,7,4
289,Park,78,Colorado,8,0,7,7
1751,Humboldt,78,Nevada,2,0,7,7
68,Aleutians West,78,Alaska,1,0,7,7
2779,Daggett,78,Utah,1,0,7,7
269,Hinsdale,78,Colorado,1,0,7,7
288,Ouray,78,Colorado,8,0,7,7
267,Grand,78,Colorado,7,0,7,7
209,Mono,78,California,4,0,7,7
3132,Park,77,Wyoming,4,3,7,4
1814,Rio Arriba,77,New Mexico,7,3,7,4
1818,San Miguel,77,New Mexico,6,3,7,4
3129,Lincoln,78,Wyoming,4,0,7,7
1748,Elko,77,Nevada,3,3,7,4
3124,Fremont,77,Wyoming,4,3,7,4
3123,Crook,78,Wyoming,2,0,7,7
2798,Uintah,77,Utah,6,3,7,4
1745,Churchill,78,Nevada,5,0,7,7
2797,Tooele,77,Utah,7,3,7,4
1750,Eureka,78,Nevada,0,0,7,7
2671,Loving,78,Texas,0,0,7,7
294,Rio Blanco,78,Colorado,2,0,7,7
71,Bristol Bay,78,Alaska,2,0,7,7
1756,Nye,77,Nevada,2,3,7,4
77,Kenai Peninsula,77,Alaska,3,3,7,4
565,Clark,78,Idaho,1,0,7,7
920,Gray,78,Kansas,7,0,7,7
563,Caribou,78,Idaho,4,0,7,7
561,Camas,78,Idaho,1,0,7,7
979,Stanton,78,Kansas,3,0,7,7
3140,Weston,78,Wyoming,3,0,7,7
299,San Miguel,78,Colorado,6,0,7,7
2230,Morrow,78,Oregon,6,0,7,7
2717,Roberts,78,Texas,1,0,7,7
2405,Meade,78,South Dakota,7,0,7,7
2417,Stanley,78,South Dakota,2,0,7,7
2418,Sully,78,South Dakota,1,0,7,7
2537,Borden,78,Texas,1,0,7,7
2228,Malheur,77,Oregon,3,3,7,4
2623,Hartley,78,Texas,4,0,7,7
1617,Jefferson,78,Montana,7,0,7,7
81,Matanuska-Susitna,77,Alaska,3,3,7,4
86,Sitka,78,Alaska,3,0,7,7
89,Valdez-Cordova,78,Alaska,0,0,7,7
91,Wrangell-Petersburg,78,Alaska,1,0,7,7
92,Yakutat,78,Alaska,0,0,7,7
79,Kodiak Island,78,Alaska,2,0,7,7
96,Coconino,77,Arizona,7,3,7,4
2655,King,78,Texas,0,0,7,7
99,Greenlee,78,Arizona,4,0,7,7
2626,Hemphill,78,Texas,4,0,7,7
72,Denali,78,Alaska,0,0,7,7
94,Apache,77,Arizona,6,3,7,4
1164,Tensas,74,Louisiana,10,7,13,6
2143,Coal,74,Oklahoma,11,7,13,6
2166,Kiowa,74,Oklahoma,10,7,13,6
2167,Latimer,74,Oklahoma,15,7,13,6
2203,Washita,74,Oklahoma,11,7,13,6
2370,Charles Mix,74,South Dakota,8,7,13,6
1570,Reynolds,74,Missouri,8,7,13,6
2134,Blaine,74,Oklahoma,14,7,13,6
512,Stewart,74,Georgia,11,7,13,6
295,Rio Grande,74,Colorado,13,7,13,6
159,Newton,74,Arkansas,10,7,13,6
128,Dallas,74,Arkansas,13,7,13,6
2413,Roberts,74,South Dakota,9,7,13,6
2669,Live Oak,74,Texas,11,7,13,6
2199,Tillman,74,Oklahoma,10,7,13,6
1976,Tyrrell,74,North Carolina,11,7,13,6
515,Taliaferro,74,Georgia,9,7,13,6
2673,Lynn,74,Texas,7,7,13,6
2773,Zapata,74,Texas,13,7,13,6
2716,Refugio,74,Texas,10,7,13,6
2674,McCulloch,74,Texas,7,7,13,6
2739,Swisher,74,Texas,9,7,13,6
2574,Crosby,74,Texas,7,7,13,6
2735,Stephens,74,Texas,11,7,13,6
1581,Shannon,74,Missouri,8,7,13,6
1498,Carter,74,Missouri,12,7,13,6
1433,Kemper,74,Mississippi,13,7,13,6
1809,Luna,74,New Mexico,9,7,13,6
1935,Hyde,74,North Carolina,9,7,13,6
2597,Floyd,74,Texas,7,7,13,6
2023,Ramsey,58,North Dakota,10,7,14,7
2037,Walsh,58,North Dakota,9,7,14,7
2026,Richland,58,North Dakota,12,7,14,7
944,Marshall,58,Kansas,12,7,14,7
205,Mariposa,58,California,12,7,14,7
2034,Stutsman,58,North Dakota,9,7,14,7
949,Morris,58,Kansas,9,7,14,7
2130,Alfalfa,61,Oklahoma,7,7,14,7
2253,Cameron,58,Pennsylvania,14,7,14,7
959,Phillips,58,Kansas,6,7,14,7
964,Republic,58,Kansas,7,7,14,7
2423,Walworth,61,South Dakota,8,7,14,7
2213,Curry,61,Oregon,14,7,14,7
969,Russell,58,Kansas,8,7,14,7
1989,Barnes,58,North Dakota,7,7,14,7
668,Pope,61,Illinois,11,7,14,7
2268,Forest,58,Pennsylvania,13,7,14,7
954,Norton,58,Kansas,6,7,14,7
2670,Llano,61,Texas,20,7,14,7
1545,Mercer,61,Missouri,8,7,14,7
3049,Bayfield,58,Wisconsin,10,7,14,7
2298,Sullivan,58,Pennsylvania,14,7,14,7
788,Adams,61,Iowa,10,7,14,7
866,Ringgold,61,Iowa,10,7,14,7
1483,Atchison,61,Missouri,11,7,14,7
1518,Gentry,61,Missouri,13,7,14,7
853,Monona,58,Iowa,14,7,14,7
1582,Shelby,61,Missouri,13,7,14,7
3103,Sawyer,61,Wisconsin,14,7,14,7
1501,Chariton,58,Missouri,11,7,14,7
1524,Holt,61,Missouri,11,7,14,7
787,Adair,58,Iowa,14,7,14,7
1532,Knox,61,Missouri,8,7,14,7
2559,Clay,58,Texas,10,7,14,7
1389,Traverse,58,Minnesota,7,7,14,7
1578,Schuyler,61,Missouri,14,7,14,7
2402,McCook,58,South Dakota,10,7,14,7
1585,Sullivan,61,Missouri,11,7,14,7
1230,Alger,58,Michigan,11,7,14,7
2361,Beadle,58,South Dakota,13,7,14,7
1352,Lincoln,58,Minnesota,11,7,14,7
167,Prairie,61,Arkansas,14,7,14,7
1693,Harlan,58,Nebraska,6,7,14,7
895,Chautauqua,61,Kansas,6,7,14,7
899,Clay,58,Kansas,13,7,14,7
1264,Iron,61,Michigan,11,7,14,7
2536,Blanco,58,Texas,13,7,14,7
1742,Webster,58,Nebraska,7,7,14,7
1739,Valley,58,Nebraska,8,7,14,7
2665,Leon,61,Texas,15,7,14,7
922,Greenwood,61,Kansas,6,7,14,7
1736,Thayer,58,Nebraska,9,7,14,7
900,Cloud,58,Kansas,14,7,14,7
912,Ellsworth,58,Kansas,9,7,14,7
1718,Pawnee,58,Nebraska,7,7,14,7
1716,Nuckolls,58,Nebraska,8,7,14,7
1276,Luce,61,Michigan,8,7,14,7
2363,Bon Homme,58,South Dakota,13,7,14,7
1705,Knox,61,Nebraska,8,7,14,7
1684,Furnas,58,Nebraska,7,7,14,7
1682,Franklin,58,Nebraska,6,7,14,7
1277,Mackinac,58,Michigan,11,7,14,7
887,Anderson,58,Kansas,14,7,14,7
1305,Schoolcraft,61,Michigan,7,7,14,7
986,Washington,58,Kansas,7,7,14,7
1521,Harrison,61,Missouri,12,7,14,7
2392,Hutchinson,58,South Dakota,9,7,14,7
989,Woodson,61,Kansas,7,7,14,7
924,Harper,58,Kansas,8,7,14,7
1235,Baraga,61,Michigan,10,7,14,7
280,Logan,58,Colorado,11,7,14,7
2378,Deuel,58,South Dakota,7,7,14,7
2617,Hamilton,61,Texas,10,7,14,7
1337,Grant,58,Minnesota,11,7,14,7
873,Taylor,61,Iowa,12,7,14,7
1317,Big Stone,58,Minnesota,11,7,14,7
3026,Pendleton,61,West Virginia,11,7,14,7
1312,Aitkin,61,Minnesota,9,7,14,7
2397,Kingsbury,58,South Dakota,7,7,14,7
879,Wayne,61,Iowa,13,7,14,7
133,Fulton,70,Arkansas,19,8,19,11
388,Baker,66,Georgia,12,8,19,11
1607,Deer Lodge,70,Montana,12,8,19,11
2555,Castro,66,Texas,9,8,19,11
514,Talbot,66,Georgia,17,8,19,11
2586,Duval,66,Texas,7,8,19,11
2558,Childress,70,Texas,11,8,19,11
42,Lowndes,66,Alabama,18,8,19,11
2619,Hardeman,70,Texas,6,8,19,11
2743,Terry,66,Texas,14,8,19,11
2624,Haskell,70,Texas,6,8,19,11
3028,Pocahontas,70,West Virginia,9,8,19,11
502,Quitman,70,Georgia,16,8,19,11
177,Stone,70,Arkansas,19,8,19,11
379,Taylor,66,Florida,19,8,19,11
2603,Gaines,66,Texas,10,8,19,11
157,Montgomery,70,Arkansas,12,8,19,11
172,Scott,70,Arkansas,12,8,19,11
1591,Wayne,70,Missouri,17,8,19,11
2714,Red River,70,Texas,13,8,19,11
1573,St. Clair,70,Missouri,14,8,19,11
173,Searcy,70,Arkansas,12,8,19,11
2419,Todd,66,South Dakota,7,8,19,11
2774,Zavala,66,Texas,9,8,19,11
2602,Frio,66,Texas,14,8,19,11
813,Decatur,70,Iowa,16,8,19,11
2579,Deaf Smith,66,Texas,12,8,19,11
2544,Brooks,66,Texas,8,8,19,11
2633,Houston,70,Texas,19,8,19,11
59,Sumter,66,Alabama,15,8,19,11
2580,Delta,70,Texas,20,8,19,11
2748,Trinity,70,Texas,21,8,19,11
1579,Scotland,70,Missouri,11,8,19,11
2758,Ward,66,Texas,12,8,19,11
1593,Worth,70,Missouri,8,8,19,11
11,Choctaw,66,Alabama,16,8,19,11
2723,San Augustine,70,Texas,17,8,19,11
1477,Wilkinson,66,Mississippi,15,8,19,11
1450,Noxubee,66,Mississippi,18,8,19,11
2181,Nowata,70,Oklahoma,19,8,19,11
1566,Putnam,70,Missouri,10,8,19,11
2182,Okfuskee,70,Oklahoma,18,8,19,11
1557,Ozark,70,Missouri,13,8,19,11
1419,Greene,66,Mississippi,18,8,19,11
2578,Dawson,66,Texas,16,8,19,11
1271,Lake,70,Michigan,21,8,19,11
3085,Menominee,66,Wisconsin,13,8,19,11
1123,Catahoula,66,Louisiana,15,8,19,11
1430,Jefferson,66,Mississippi,18,8,19,11
114,Bradley,70,Arkansas,19,8,19,11
1738,Thurston,66,Nebraska,19,8,19,11
2192,Pushmataha,70,Oklahoma,8,8,19,11
1555,Oregon,70,Missouri,13,8,19,11
292,Prowers,66,Colorado,8,8,19,11
408,Charlton,66,Georgia,14,8,19,11
2529,Bailey,66,Texas,8,8,19,11
2567,Comanche,70,Texas,15,8,19,11
2131,Atoka,70,Oklahoma,15,8,19,11
1454,Perry,66,Mississippi,19,8,19,11
2162,Jefferson,70,Oklahoma,9,8,19,11
64,Washington,66,Alabama,16,8,19,11
2160,Hughes,70,Oklahoma,17,8,19,11
1461,Sharkey,66,Mississippi,14,8,19,11
416,Clinch,66,Georgia,9,8,19,11
482,Marion,66,Georgia,20,8,19,11
1815,Roosevelt,66,New Mexico,7,8,19,11
2027,Rolette,66,North Dakota,15,8,19,11
1470,Tunica,66,Mississippi,23,8,19,11
2156,Greer,70,Oklahoma,9,8,19,11
