,CHSI_County_Name,Strata_ID_Number,CHSI_State_Name,Population_Density,Min_Population_Density,Max_Population_Density,Population_gap
782,Washington,29,Indiana,54,40,141,101
448,Gordon,29,Georgia,141,40,141,101
2769,Wise,29,Texas,63,40,141,101
2620,Hardin,29,Texas,57,40,141,101
2812,Orange,29,Vermont,43,40,141,101
1862,Orleans,29,New York,111,40,141,101
2050,Carroll,29,Ohio,74,40,141,101
1290,Newaygo,29,Michigan,59,40,141,101
151,Lonoke,29,Arkansas,79,40,141,101
218,San Benito,29,California,40,40,141,101
1257,Gratiot,29,Michigan,74,40,141,101
1258,Hillsdale,29,Michigan,79,40,141,101
404,Camden,29,Georgia,73,40,141,101
913,Finney,29,Kansas,30,40,141,101
914,Ford,29,Kansas,31,40,141,101
1155,St. Charles,29,Louisiana,179,40,141,101
1080,Nelson,29,Kentucky,97,40,141,101
2078,Holmes,29,Ohio,98,40,141,101
2307,Wyoming,29,Pennsylvania,71,40,141,101
2447,Dickson,29,Tennessee,94,40,141,101
941,Lyon,29,Kansas,42,40,141,101
1072,Meade,29,Kentucky,92,40,141,101
2048,Brown,29,Ohio,90,40,141,101
0,Autauga,29,Alabama,82,40,141,101
2296,Snyder,25,Pennsylvania,115,68,146,78
1396,Winona,25,Minnesota,79,68,146,78
1186,Sagadahoc,25,Maine,146,68,146,78
2907,Warren,25,Virginia,166,68,146,78
2051,Champaign,25,Ohio,93,68,146,78
770,Steuben,25,Indiana,109,68,146,78
748,Montgomery,25,Indiana,76,68,146,78
1917,Davie,25,North Carolina,148,68,146,78
761,Putnam,25,Indiana,77,68,146,78
741,Lawrence,25,Indiana,103,68,146,78
2089,Madison,25,Ohio,89,68,146,78
1363,Nicollet,25,Minnesota,68,68,146,78
1889,Alexander,25,North Carolina,136,68,146,78
1915,Dare,25,North Carolina,88,68,146,78
2120,Union,25,Ohio,105,68,146,78
1972,Stokes,25,North Carolina,101,68,146,78
644,Lee,25,Illinois,49,68,146,78
2863,Isle of Wight,25,Virginia,106,68,146,78
1207,Queen Anne's,25,Maryland,123,68,146,78
2889,Prince George,25,Virginia,138,68,146,78
2829,Botetourt,25,Virginia,59,68,146,78
3020,Mingo,53,West Virginia,64,70,154,84
1957,Pasquotank,53,North Carolina,169,70,154,84
419,Colquitt,53,Georgia,80,70,154,84
1026,Floyd,53,Kentucky,107,70,154,84
1970,Scotland,53,North Carolina,117,70,154,84
2440,Cocke,53,Tennessee,80,70,154,84
400,Bulloch,53,Georgia,90,70,154,84
126,Crittenden,53,Arkansas,85,70,154,84
1978,Vance,53,North Carolina,173,70,154,84
336,Gadsden,53,Florida,90,70,154,84
3040,Wayne,53,West Virginia,83,70,154,84
997,Bell,53,Kentucky,82,70,154,84
1141,Lincoln,53,Louisiana,89,70,154,84
1087,Perry,53,Kentucky,86,70,154,84
3013,Logan,53,West Virginia,80,70,154,84
2330,Dillon,53,South Carolina,77,70,154,84
1038,Harlan,53,Kentucky,68,70,154,84
522,Toombs,53,Georgia,74,70,154,84
521,Tift,53,Georgia,154,70,154,84
1051,Knox,53,Kentucky,83,70,154,84
1108,Whitley,53,Kentucky,86,70,154,84
1451,Oktibbeha,53,Mississippi,90,70,154,84
1455,Pike,53,Mississippi,96,70,154,84
520,Thomas,53,Georgia,82,70,154,84
1399,Adams,53,Mississippi,70,70,154,84
1057,Letcher,53,Kentucky,72,70,154,84
2347,Marion,53,South Carolina,71,70,154,84
1763,Carroll,26,New Hampshire,51,37,160,123
705,Clay,26,Indiana,76,37,160,123
3060,Door,26,Wisconsin,59,37,160,123
703,Cass,26,Indiana,97,37,160,123
646,Logan,26,Illinois,50,37,160,123
1761,Carson City,26,Nevada,391,37,160,123
1771,Sullivan,26,New Hampshire,80,37,160,123
722,Greene,26,Indiana,62,37,160,123
803,Cerro Gordo,26,Iowa,79,37,160,123
645,Livingston,26,Illinois,38,37,160,123
727,Henry,26,Indiana,120,37,160,123
1252,Emmet,26,Michigan,72,37,160,123
2309,Bristol,26,Rhode Island,2137,37,160,123
2864,James City,26,Virginia,402,37,160,123
720,Gibson,26,Indiana,68,37,160,123
849,Marion,26,Iowa,60,37,160,123
2365,Brown,26,South Dakota,20,37,160,123
836,Jasper,26,Iowa,52,37,160,123
1361,Mower,26,Minnesota,55,37,160,123
3083,Marinette,26,Wisconsin,31,37,160,123
794,Boone,26,Iowa,47,37,160,123
1906,Chatham,26,North Carolina,85,37,160,123
2293,Pike,26,Pennsylvania,103,37,160,123
1986,Yadkin,26,North Carolina,112,37,160,123
1335,Freeborn,26,Minnesota,45,37,160,123
2102,Ottawa,26,Ohio,163,37,160,123
1652,Adams,26,Nebraska,59,37,160,123
1250,Dickinson,26,Michigan,37,37,160,123
3089,Oneida,26,Wisconsin,33,37,160,123
779,Wabash,26,Indiana,82,37,160,123
603,Christian,26,Illinois,50,37,160,123
3107,Trempealeau,26,Wisconsin,38,37,160,123
186,Amador,26,California,65,37,160,123
1678,Dodge,26,Nebraska,68,37,160,123
334,Flagler,26,Florida,158,37,160,123
850,Marshall,26,Iowa,69,37,160,123
1210,Talbot,26,Maryland,133,37,160,123
2265,Elk,26,Pennsylvania,41,37,160,123
2057,Crawford,26,Ohio,114,37,160,123
2303,Warren,26,Pennsylvania,48,37,160,123
3007,Harrison,8,West Virginia,164,47,164,117
1090,Pulaski,8,Kentucky,89,47,164,117
1088,Pike,8,Kentucky,85,47,164,117
1436,Lauderdale,8,Mississippi,110,47,164,117
2996,Cabell,8,West Virginia,334,47,164,117
631,Jackson,8,Illinois,99,47,164,117
1416,Forrest,8,Mississippi,161,47,164,117
2335,Georgetown,8,South Carolina,75,47,164,117
1053,Laurel,8,Kentucky,129,47,164,117
1442,Lowndes,8,Mississippi,119,47,164,117
1432,Jones,8,Mississippi,95,47,164,117
2222,Josephine,8,Oregon,49,47,164,117
1941,Lenoir,8,North Carolina,145,47,164,117
2113,Scioto,8,Ohio,125,47,164,117
1801,Eddy,8,New Mexico,12,47,164,117
1911,Columbus,8,North Carolina,58,47,164,117
2084,Lawrence,8,Ohio,139,47,164,117
1920,Edgecombe,8,North Carolina,107,47,164,117
1795,Chaves,8,New Mexico,10,47,164,117
1810,McKinley,8,New Mexico,13,47,164,117
2045,Athens,8,Ohio,122,47,164,117
1806,Lea,8,New Mexico,13,47,164,117
1929,Halifax,8,North Carolina,77,47,164,117
241,Yuba,8,California,106,47,164,117
1985,Wilson,8,North Carolina,206,47,164,117
155,Mississippi,8,Arkansas,53,47,164,117
2351,Orangeburg,8,South Carolina,83,47,164,117
1111,Acadia,8,Louisiana,91,47,164,117
2756,Walker,8,Texas,80,47,164,117
476,Lowndes,8,Georgia,192,47,164,117
1474,Washington,8,Mississippi,82,47,164,117
2179,Muskogee,8,Oklahoma,87,47,164,117
371,Putnam,8,Florida,102,47,164,117
1167,Vermilion,8,Louisiana,47,47,164,117
1163,Tangipahoa,8,Louisiana,135,47,164,117
1161,St. Mary,8,Louisiana,84,47,164,117
1159,St. Landry,8,Louisiana,97,47,164,117
3031,Raleigh,8,West Virginia,130,47,164,117
2191,Pottawatomie,8,Oklahoma,87,47,164,117
2329,Darlington,8,South Carolina,120,47,164,117
3018,Mercer,8,West Virginia,146,47,164,117
1133,Iberia,8,Louisiana,129,47,164,117
431,Dougherty,8,Georgia,288,47,164,117
329,Columbia,8,Florida,80,47,164,117
143,Jefferson,8,Arkansas,92,47,164,117
2725,San Patricio,8,Texas,100,47,164,117
56,Russell,8,Alabama,77,47,164,117
2694,Nacogdoches,8,Texas,64,47,164,117
2734,Starr,8,Texas,50,47,164,117
413,Clarke,8,Georgia,865,47,164,117
103,Navajo,8,Arizona,11,47,164,117
2622,Harrison,8,Texas,71,47,164,117
2521,Anderson,8,Texas,53,47,164,117
60,Talladega,8,Alabama,109,47,164,117
2137,Canadian,45,Oklahoma,110,84,168,84
1397,Wright,45,Minnesota,168,84,168,84
2112,Sandusky,45,Ohio,151,84,168,84
2114,Seneca,45,Ohio,104,84,168,84
171,Saline,45,Arkansas,126,84,168,84
937,Leavenworth,45,Kansas,158,84,168,84
3117,Wood,45,Wisconsin,95,84,168,84
1860,Ontario,45,New York,162,84,168,84
3101,St. Croix,45,Wisconsin,107,84,168,84
663,Ogle,45,Illinois,72,84,168,84
2777,Cache,45,Utah,84,84,168,84
1382,Sherburne,45,Minnesota,187,84,168,84
1236,Barry,45,Michigan,108,84,168,84
737,Kosciusko,45,Indiana,142,84,168,84
2499,Robertson,45,Tennessee,127,84,168,84
1516,Franklin,45,Missouri,107,84,168,84
2043,Ashland,45,Ohio,128,84,168,84
1691,Hall,45,Nebraska,101,84,168,84
1499,Cass,45,Missouri,135,84,168,84
2520,Wilson,45,Tennessee,176,84,168,84
2711,Randall,45,Texas,120,84,168,84
3065,Fond du Lac,45,Wisconsin,137,84,168,84
1879,Tioga,45,New York,99,84,168,84
1284,Midland,45,Michigan,161,84,168,84
1852,Madison,45,New York,107,84,168,84
781,Warrick,45,Indiana,147,84,168,84
1274,Lenawee,45,Michigan,136,84,168,84
893,Butler,45,Kansas,44,84,168,84
1247,Clinton,45,Michigan,121,84,168,84
2072,Hancock,45,Ohio,138,84,168,84
1844,Genesee,45,New York,120,84,168,84
2847,Fauquier,45,Virginia,100,84,168,84
2079,Huron,45,Ohio,123,84,168,84
1272,Lapeer,45,Michigan,143,84,168,84
2704,Parker,45,Texas,114,84,168,84
817,Dubuque,45,Iowa,151,84,168,84
1256,Grand Traverse,45,Michigan,181,84,168,84
3054,Chippewa,45,Wisconsin,59,84,168,84
695,Adams,48,Indiana,100,95,179,84
2060,Defiance,48,Ohio,95,95,179,84
2115,Shelby,48,Ohio,119,95,179,84
856,Muscatine,48,Iowa,97,95,179,84
2046,Auglaize,48,Ohio,118,95,179,84
2094,Mercer,48,Ohio,89,95,179,84
709,Dearborn,48,Indiana,161,95,179,84
2126,Williams,48,Ohio,92,95,179,84
2436,Cheatham,48,Tennessee,128,95,179,84
1502,Christian,48,Missouri,119,95,179,84
3053,Calumet,48,Wisconsin,138,95,179,84
713,Dubois,48,Indiana,95,95,179,84
2719,Rockwall,48,Texas,489,95,179,84
711,De Kalb,48,Indiana,115,95,179,84
700,Boone,48,Indiana,123,95,179,84
751,Noble,48,Indiana,115,95,179,84
624,Grundy,48,Illinois,104,95,179,84
744,Marshall,48,Indiana,106,95,179,84
596,Boone,48,Illinois,179,95,179,84
767,Shelby,48,Indiana,106,95,179,84
2108,Preble,48,Ohio,100,95,179,84
1083,Oldham,48,Kentucky,283,95,179,84
1324,Chisago,48,Minnesota,118,95,179,84
786,Whitley,48,Indiana,96,95,179,84
1316,Benton,48,Minnesota,94,95,179,84
729,Huntington,48,Indiana,100,95,179,84
639,Kendall,48,Illinois,248,95,179,84
2853,Gloucester,48,Virginia,174,95,179,84
738,Lagrange,48,Indiana,97,95,179,84
2066,Fulton,48,Ohio,106,95,179,84
2054,Clinton,48,Ohio,104,95,179,84
531,Walton,20,Georgia,230,34,196,162
1118,Bossier,20,Louisiana,126,34,196,162
864,Pottawattamie,20,Iowa,94,34,196,162
1883,Washington,20,New York,75,34,196,162
1307,Tuscola,20,Michigan,72,34,196,162
2201,Wagoner,20,Oklahoma,114,34,196,162
362,Nassau,20,Florida,99,34,196,162
2194,Rogers,20,Oklahoma,120,34,196,162
539,Whitfield,20,Georgia,313,34,196,162
2410,Pennington,20,South Dakota,34,34,196,162
1306,Shiawassee,20,Michigan,135,34,196,162
2331,Dorchester,20,South Carolina,196,34,196,162
1439,Lee,20,Mississippi,175,34,196,162
551,Bannock,20,Idaho,70,34,196,162
1951,Nash,20,North Carolina,169,34,196,162
1142,Livingston,20,Louisiana,169,34,196,162
2038,Ward,20,North Dakota,28,34,196,162
1262,Ionia,20,Michigan,113,34,196,162
2570,Coryell,20,Texas,72,34,196,162
558,Bonneville,20,Idaho,49,34,196,162
2625,Hays,20,Texas,184,34,196,162
1037,Hardin,20,Kentucky,154,34,196,162
590,Twin Falls,20,Idaho,36,34,196,162
1303,St. Joseph,20,Michigan,125,34,196,162
422,Coweta,20,Georgia,248,34,196,162
2241,Yamhill,20,Oregon,129,34,196,162
2232,Polk,20,Oregon,95,34,196,162
392,Bartow,20,Georgia,194,34,196,162
2959,Cowlitz,20,Washington,85,34,196,162
1816,Sandoval,20,New Mexico,29,34,196,162
1831,Cayuga,20,New York,118,34,196,162
3130,Natrona,20,Wyoming,13,34,196,162
16,Colbert,21,Alabama,92,40,201,161
1973,Surry,21,North Carolina,135,40,201,161
1843,Fulton,21,New York,112,40,201,161
1183,Oxford,21,Maine,27,40,201,161
1847,Herkimer,21,New York,45,40,201,161
2426,Anderson,21,Tennessee,215,40,201,161
1950,Moore,21,North Carolina,117,40,201,161
963,Reno,21,Kansas,51,40,201,161
1833,Chemung,21,New York,219,40,201,161
238,Tuolumne,21,California,27,40,201,161
2980,Skagit,21,Washington,65,40,201,161
347,Indian River,21,Florida,256,40,201,161
2908,Washington,21,Virginia,93,40,201,161
1864,Otsego,21,New York,63,40,201,161
1329,Crow Wing,21,Minnesota,60,40,201,161
2956,Clallam,21,Washington,40,40,201,161
1932,Henderson,21,North Carolina,260,40,201,161
593,Adams,21,Illinois,78,40,201,161
2119,Tuscarawas,21,Ohio,162,40,201,161
2972,Lewis,21,Washington,30,40,201,161
1968,Rutherford,21,North Carolina,113,40,201,161
1971,Stanly,21,North Carolina,149,40,201,161
809,Clinton,21,Iowa,72,40,201,161
1966,Rockingham,21,North Carolina,164,40,201,161
2249,Bradford,21,Pennsylvania,54,40,201,161
38,Lauderdale,21,Alabama,131,40,201,161
2817,Windsor,21,Vermont,60,40,201,161
1367,Otter Tail,21,Minnesota,29,40,201,161
2833,Campbell,21,Virginia,104,40,201,161
21,Cullman,21,Alabama,108,40,201,161
2297,Somerset,21,Pennsylvania,73,40,201,161
640,Knox,21,Illinois,74,40,201,161
2244,Armstrong,21,Pennsylvania,108,40,201,161
1882,Warren,21,New York,75,40,201,161
361,Monroe,21,Florida,77,40,201,161
1903,Carteret,21,North Carolina,120,40,201,161
2290,Northumberland,21,Pennsylvania,201,40,201,161
2801,Washington,21,Utah,49,40,201,161
2886,Pittsylvania,21,Virginia,64,40,201,161
2258,Clearfield,21,Pennsylvania,72,40,201,161
1854,Montgomery,21,New York,121,40,201,161
1931,Haywood,21,North Carolina,102,40,201,161
1836,Columbia,21,New York,100,40,201,161
2350,Oconee,21,South Carolina,111,40,201,161
1627,Missoula,22,Montana,39,13,202,189
57,St. Clair,22,Alabama,114,13,202,189
2343,Laurens,22,South Carolina,98,13,202,189
1187,Somerset,22,Maine,13,13,202,189
181,White,22,Arkansas,69,13,202,189
2342,Lancaster,22,South Carolina,115,13,202,189
2223,Klamath,22,Oregon,11,13,202,189
2877,Montgomery,22,Virginia,217,13,202,189
2188,Payne,22,Oklahoma,101,13,202,189
447,Glynn,22,Georgia,170,13,202,189
1014,Christian,22,Kentucky,97,13,202,189
1104,Warren,22,Kentucky,182,13,202,189
1265,Isabella,22,Michigan,114,13,202,189
1020,Daviess,22,Kentucky,201,13,202,189
3021,Monongalia,22,West Virginia,234,13,202,189
2111,Ross,22,Ohio,109,13,202,189
1066,Madison,22,Kentucky,176,13,202,189
2100,Muskingum,22,Ohio,129,13,202,189
47,Marshall,22,Alabama,151,13,202,189
40,Lee,22,Alabama,202,13,202,189
35,Jackson,22,Alabama,50,13,202,189
966,Riley,22,Kansas,103,13,202,189
2482,Madison,22,Tennessee,170,13,202,189
1176,Aroostook,22,Maine,11,13,202,189
2455,Greene,22,Tennessee,105,13,202,189
1154,St. Bernard,22,Louisiana,141,13,202,189
124,Craighead,22,Arkansas,122,13,202,189
2273,Indiana,22,Pennsylvania,107,13,202,189
2822,Amherst,28,Virginia,68,30,229,199
2816,Windham,28,Vermont,56,30,229,199
1531,Johnson,28,Missouri,61,30,229,199
1096,Shelby,28,Kentucky,99,30,229,199
2804,Addison,28,Vermont,48,30,229,199
1178,Franklin,28,Maine,17,30,229,199
1242,Cass,28,Michigan,106,30,229,199
452,Habersham,28,Georgia,142,30,229,199
2301,Union,28,Pennsylvania,136,30,229,199
4,Blount,28,Alabama,86,30,229,199
3009,Jefferson,28,West Virginia,235,30,229,199
276,La Plata,28,Colorado,28,30,229,199
2073,Hardin,28,Ohio,68,30,229,199
2970,Kittitas,28,Washington,16,30,229,199
2272,Huntingdon,28,Pennsylvania,53,30,229,199
577,Latah,28,Idaho,32,30,229,199
2850,Franklin,28,Virginia,73,30,229,199
2077,Hocking,28,Ohio,69,30,229,199
1095,Scott,28,Kentucky,138,30,229,199
2364,Brookings,28,South Dakota,35,30,229,199
2841,Culpeper,28,Virginia,112,30,229,199
1494,Callaway,28,Missouri,51,30,229,199
2478,Loudon,28,Tennessee,190,30,229,199
733,Jefferson,28,Indiana,90,30,229,199
1041,Henderson,28,Kentucky,104,30,229,199
2441,Coffee,28,Tennessee,119,30,229,199
1027,Franklin,28,Kentucky,229,30,229,199
2324,Cherokee,28,South Carolina,137,30,229,199
407,Catoosa,28,Georgia,375,30,229,199
1960,Person,28,North Carolina,95,30,229,199
715,Fayette,28,Indiana,116,30,229,199
911,Ellis,28,Kansas,30,30,229,199
2451,Franklin,28,Tennessee,74,30,229,199
2470,Jefferson,28,Tennessee,177,30,229,199
1926,Granville,28,North Carolina,101,30,229,199
3062,Dunn,28,Wisconsin,49,30,229,199
2341,Kershaw,28,South Carolina,78,30,229,199
1661,Buffalo,28,Nebraska,45,30,229,199
1047,Jessamine,28,Kentucky,251,30,229,199
2523,Angelina,23,Texas,102,25,238,213
1287,Montcalm,23,Michigan,90,25,238,213
491,Newton,23,Georgia,314,25,238,213
1610,Flathead,23,Montana,16,25,238,213
1168,Vernon,23,Louisiana,37,25,238,213
1812,Otero,23,New Mexico,10,25,238,213
2755,Victoria,23,Texas,97,25,238,213
473,Liberty,23,Georgia,111,25,238,213
1969,Sampson,23,North Carolina,67,25,238,213
510,Spalding,23,Georgia,310,25,238,213
406,Carroll,23,Georgia,211,25,238,213
525,Troup,23,Georgia,150,25,238,213
2147,Creek,23,Oklahoma,72,25,238,213
1912,Craven,23,North Carolina,128,25,238,213
2539,Bowie,23,Texas,102,25,238,213
234,Sutter,23,California,148,25,238,213
34,Houston,23,Alabama,162,25,238,213
2701,Orange,23,Texas,238,25,238,213
206,Mendocino,23,California,25,25,238,213
1139,Lafourche,23,Louisiana,85,25,238,213
2614,Guadalupe,23,Texas,145,25,238,213
2666,Liberty,23,Texas,65,25,238,213
1308,Van Buren,23,Michigan,129,25,238,213
1443,Madison,23,Mississippi,118,25,238,213
1930,Harnett,23,North Carolina,174,25,238,213
1113,Ascension,23,Louisiana,310,25,238,213
1830,Cattaraugus,23,New York,63,25,238,213
2235,Umatilla,23,Oregon,23,25,238,213
1825,Valencia,23,New Mexico,65,25,238,213
1835,Clinton,23,New York,79,25,238,213
2947,Suffolk City,23,Virginia,197,25,238,213
1827,Allegany,23,New York,49,25,238,213
2649,Kaufman,23,Texas,113,25,238,213
2636,Hunt,23,Texas,98,25,238,213
166,Pope,23,Arkansas,70,25,238,213
2964,Grant,23,Washington,30,25,238,213
1834,Chenango,23,New York,58,25,238,213
2278,Lawrence,24,Pennsylvania,257,40,257,217
1897,Brunswick,24,North Carolina,104,40,257,217
2047,Belmont,24,Ohio,129,40,257,217
1063,McCracken,24,Kentucky,258,40,257,217
2932,Lynchburg City,24,Virginia,1356,40,257,217
24,DeKalb,24,Alabama,86,40,257,217
1191,Allegany,24,Maryland,173,40,257,217
2955,Chelan,24,Washington,24,40,257,217
2302,Venango,24,Pennsylvania,83,40,257,217
344,Highlands,24,Florida,93,40,257,217
692,Williamson,24,Illinois,150,40,257,217
2627,Henderson,24,Texas,92,40,257,217
2965,Grays Harbor,24,Washington,37,40,257,217
2211,Coos,24,Oregon,40,40,257,217
2337,Greenwood,24,South Carolina,149,40,257,217
2944,Roanoke City,24,Virginia,2160,40,257,217
1575,St. Francois,24,Missouri,137,40,257,217
2987,Walla Walla,24,Washington,45,40,257,217
1876,Steuben,24,New York,71,40,257,217
1529,Jasper,24,Missouri,173,40,257,217
235,Tehama,24,California,21,40,257,217
783,Wayne,24,Indiana,171,40,257,217
200,Lake,24,California,52,40,257,217
63,Walker,24,Alabama,88,40,257,217
3044,Wood,24,West Virginia,237,40,257,217
3015,Marion,24,West Virginia,182,40,257,217
134,Garland,24,Arkansas,138,40,257,217
2435,Carter,24,Tennessee,173,40,257,217
441,Floyd,24,Georgia,184,40,257,217
2152,Garfield,24,Oklahoma,54,40,257,217
2081,Jefferson,24,Ohio,172,40,257,217
684,Vermilion,24,Illinois,92,40,257,217
2261,Crawford,24,Pennsylvania,88,40,257,217
1878,Sullivan,24,New York,79,40,257,217
1491,Buchanan,24,Missouri,207,40,257,217
2896,Rockingham,18,Virginia,84,69,274,205
2566,Comal,18,Texas,171,69,274,205
1776,Cape May,18,New Jersey,389,69,274,205
1788,Salem,18,New Jersey,196,69,274,205
2059,Darke,18,Ohio,88,69,274,205
547,Kauai,18,Hawaii,101,69,274,205
2082,Knox,18,Ohio,111,69,274,205
212,Nevada,18,California,103,69,274,205
629,Henry,18,Illinois,61,69,274,205
2254,Carbon,18,Pennsylvania,163,69,274,205
2260,Columbia,18,Pennsylvania,134,69,274,205
1220,Franklin,18,Massachusetts,103,69,274,205
3056,Columbia,18,Wisconsin,72,69,274,205
3102,Sauk,18,Wisconsin,69,69,274,205
690,Whiteside,18,Illinois,87,69,274,205
3059,Dodge,18,Wisconsin,100,69,274,205
2825,Augusta,18,Virginia,72,69,274,205
3081,Manitowoc,18,Wisconsin,139,69,274,205
3114,Waupaca,18,Wisconsin,70,69,274,205
2894,Roanoke,18,Virginia,351,69,274,205
607,Coles,19,Illinois,100,36,280,244
131,Faulkner,19,Arkansas,150,36,280,244
530,Walker,19,Georgia,143,36,280,244
3063,Eau Claire,19,Wisconsin,148,36,280,244
2861,Henry,19,Virginia,148,36,280,244
2992,Berkeley,19,West Virginia,291,36,280,244
576,Kootenai,19,Idaho,103,36,280,244
1212,Wicomico,19,Maryland,240,36,280,244
1280,Marquette,19,Michigan,36,36,280,244
2105,Pickaway,19,Ohio,106,36,280,244
2431,Bradley,19,Tennessee,280,36,280,244
2091,Marion,19,Ohio,163,36,280,244
908,Douglas,19,Kansas,225,36,280,244
970,Saline,19,Kansas,75,36,280,244
2124,Washington,19,Ohio,98,36,280,244
2005,Grand Forks,19,North Dakota,46,36,280,244
1009,Campbell,19,Kentucky,576,36,280,244
3030,Putnam,19,West Virginia,157,36,280,244
2814,Rutland,19,Vermont,68,36,280,244
41,Limestone,19,Alabama,124,36,280,244
1318,Blue Earth,19,Minnesota,77,36,280,244
2485,Maury,19,Tennessee,124,36,280,244
1880,Tompkins,19,New York,210,36,280,244
2496,Putnam,19,Tennessee,166,36,280,244
1620,Lewis and Clark,19,Montana,17,36,280,244
721,Grant,19,Indiana,170,36,280,244
1325,Clay,19,Minnesota,52,36,280,244
1611,Gallatin,19,Montana,30,36,280,244
2457,Hamblen,19,Tennessee,372,36,280,244
25,Elmore,19,Alabama,119,36,280,244
1901,Caldwell,19,North Carolina,168,36,280,244
1496,Cape Girardeau,19,Missouri,123,36,280,244
1984,Wilkes,19,North Carolina,89,36,280,244
1899,Burke,19,North Carolina,176,36,280,244
2503,Sevier,19,Tennessee,134,36,280,244
1602,Cascade,19,Montana,29,36,280,244
1910,Cleveland,19,North Carolina,212,36,280,244
1561,Phelps,32,Missouri,63,25,310,285
2917,Charlottesville City,32,Virginia,3941,25,310,285
1958,Pender,32,North Carolina,53,25,310,285
2462,Hawkins,32,Tennessee,115,25,310,285
2479,McMinn,32,Tennessee,119,25,310,285
2067,Gallia,32,Ohio,67,25,310,285
1937,Jackson,32,North Carolina,72,25,310,285
499,Polk,32,Georgia,130,25,310,285
1035,Greenup,32,Kentucky,107,25,310,285
2929,Harrisonburg City,32,Virginia,2303,25,310,285
2939,Petersburg City,32,Virginia,1425,25,310,285
1245,Chippewa,32,Michigan,25,25,310,285
1922,Franklin,32,North Carolina,111,25,310,285
1282,Mecosta,32,Michigan,76,25,310,285
1015,Clark,32,Kentucky,137,25,310,285
2910,Wise,32,Virginia,104,25,310,285
2989,Whitman,32,Washington,19,25,310,285
2514,Warren,32,Tennessee,92,25,310,285
2487,Monroe,32,Tennessee,68,25,310,285
2257,Clarion,32,Pennsylvania,67,25,310,285
1000,Boyd,32,Kentucky,310,25,310,285
2483,Marion,32,Tennessee,56,25,310,285
389,Baldwin,32,Georgia,175,25,310,285
140,Independence,32,Arkansas,45,25,310,285
201,Lassen,32,California,8,25,310,285
1434,Lafayette,32,Mississippi,65,25,310,285
1188,Waldo,32,Maine,53,25,310,285
2497,Rhea,32,Tennessee,95,25,310,285
39,Lawrence,32,Alabama,50,25,310,285
3118,Albany,32,Wyoming,7,25,310,285
462,Jackson,32,Georgia,153,25,310,285
15,Coffee,32,Alabama,67,25,310,285
1842,Franklin,32,New York,31,25,310,285
1001,Boyle,32,Kentucky,156,25,310,285
1982,Watauga,32,North Carolina,136,25,310,285
3008,Jackson,32,West Virginia,61,25,310,285
10,Chilton,32,Alabama,60,25,310,285
1898,Buncombe,16,North Carolina,334,39,457,418
2252,Cambria,16,Pennsylvania,215,39,457,418
1,Baldwin,16,Alabama,102,39,457,418
2282,Lycoming,16,Pennsylvania,96,39,457,418
1857,Niagara,16,New York,415,39,457,418
2284,Mercer,16,Pennsylvania,178,39,457,418
2245,Beaver,16,Pennsylvania,409,39,457,418
1380,St. Louis,16,Minnesota,32,39,457,418
1858,Oneida,16,New York,193,39,457,418
2276,Lackawanna,16,Pennsylvania,457,39,457,418
2055,Columbiana,16,Ohio,208,39,457,418
316,Sussex,16,Delaware,188,39,457,418
281,Mesa,16,Colorado,39,39,457,418
776,Vanderburgh,16,Indiana,738,39,457,418
673,Rock Island,16,Illinois,346,39,457,418
328,Collier,16,Florida,152,39,457,418
223,San Luis Obispo,16,California,77,39,457,418
1772,Atlantic,16,New Jersey,483,39,457,418
357,Manatee,16,Florida,414,39,457,418
351,Lake,16,Florida,291,39,457,418
107,Yavapai,16,Arizona,24,39,457,418
2118,Trumbull,16,Ohio,356,39,457,418
1829,Broome,16,New York,279,39,457,418
1967,Rowan,16,North Carolina,264,39,457,418
778,Vigo,16,Indiana,254,39,457,418
372,St. Johns,16,Florida,265,39,457,418
2304,Washington,16,Pennsylvania,241,39,457,418
3073,Jefferson,17,Wisconsin,142,49,486,437
1764,Cheshire,17,New Hampshire,109,49,486,437
1766,Grafton,17,New Hampshire,49,49,486,437
1995,Burleigh,17,North Dakota,45,49,486,437
2912,York,17,Virginia,585,49,486,437
2819,Albemarle,17,Virginia,126,49,486,437
3091,Ozaukee,17,Wisconsin,371,49,486,437
442,Forsyth,17,Georgia,622,49,486,437
1762,Belknap,17,New Hampshire,153,49,486,437
2062,Erie,17,Ohio,309,49,486,437
3095,Portage,17,Wisconsin,84,49,486,437
3128,Laramie,17,Wyoming,32,49,486,437
1942,Lincoln,17,North Carolina,234,49,486,437
2311,Newport,17,Rhode Island,805,49,486,437
2815,Washington,17,Vermont,86,49,486,437
2827,Bedford,17,Virginia,87,49,486,437
704,Clark,17,Indiana,271,49,486,437
716,Floyd,17,Indiana,486,49,486,437
74,Fairbanks North Star,17,Alaska,12,49,486,437
697,Bartholomew,17,Indiana,181,49,486,437
2859,Hanover,17,Virginia,206,49,486,437
2095,Miami,17,Ohio,250,49,486,437
1506,Cole,17,Missouri,186,49,486,437
2851,Frederick,17,Virginia,167,49,486,437
611,DeKalb,17,Illinois,154,49,486,437
3110,Walworth,17,Wisconsin,180,49,486,437
1377,Rice,17,Minnesota,122,49,486,437
871,Story,17,Iowa,140,49,486,437
